DATE,TIME,CO2dry_ppm,CH4dry_ppb,H2O_ppm,POSIX.time,CO2_prec,CH4_prec,H2O_prec,DATE_TIME,analyzer_id,UniqueID,start.time,obs.length,Area,offset,Vcham,Vtube,Vinst,Vtot,Tcham,Pcham
2023-03-18,NA,441.156,3007.9500000000003,-512.706,2023-03-18T10:58:38.000000Z,0.35,0.9,200,03-18-2023 10:58:38.378,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,439.713,3006.49,-421.553,2023-03-18T10:58:39.000000Z,0.35,0.9,200,03-18-2023 10:58:39.373,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,440.351,3006.2000000000003,-398.668,2023-03-18T10:58:40.000000Z,0.35,0.9,200,03-18-2023 10:58:40.369,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,440.404,3009.0499999999997,-611.664,2023-03-18T10:58:41.000000Z,0.35,0.9,200,03-18-2023 10:58:41.362,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,440.749,3012.3199999999997,-577.399,2023-03-18T10:58:42.000000Z,0.35,0.9,200,03-18-2023 10:58:42.357,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,440.971,2997.69,-532.766,2023-03-18T10:58:43.000000Z,0.35,0.9,200,03-18-2023 10:58:43.351,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,438.779,2943.52,-486.699,2023-03-18T10:58:44.000000Z,0.35,0.9,200,03-18-2023 10:58:44.347,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,440.141,2824.7599999999998,-716.686,2023-03-18T10:58:45.000000Z,0.35,0.9,200,03-18-2023 10:58:45.341,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,441.377,2648.07,-590.166,2023-03-18T10:58:46.000000Z,0.35,0.9,200,03-18-2023 10:58:46.335,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,440.794,2480.4900000000002,-778.551,2023-03-18T10:58:47.000000Z,0.35,0.9,200,03-18-2023 10:58:47.330,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,441.153,2330.6800000000003,-605.226,2023-03-18T10:58:48.000000Z,0.35,0.9,200,03-18-2023 10:58:48.325,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,441.99,2225.97,-721.631,2023-03-18T10:58:49.000000Z,0.35,0.9,200,03-18-2023 10:58:49.319,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,441.158,2152.07,-709,2023-03-18T10:58:50.000000Z,0.35,0.9,200,03-18-2023 10:58:50.313,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,440.738,2106,-578.883,2023-03-18T10:58:51.000000Z,0.35,0.9,200,03-18-2023 10:58:51.309,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,441.068,2073.3199999999997,-770.644,2023-03-18T10:58:52.000000Z,0.35,0.9,200,03-18-2023 10:58:52.303,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,441.312,2030.64,-627.298,2023-03-18T10:58:53.000000Z,0.35,0.9,200,03-18-2023 10:58:53.297,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,440.257,1998.33,-601.662,2023-03-18T10:58:54.000000Z,0.35,0.9,200,03-18-2023 10:58:54.292,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,440.869,1973.26,-816.928,2023-03-18T10:58:55.000000Z,0.35,0.9,200,03-18-2023 10:58:55.287,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,442.68,1958.23,-555.963,2023-03-18T10:58:56.000000Z,0.35,0.9,200,03-18-2023 10:58:56.281,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,441.612,1942.89,-588.538,2023-03-18T10:58:57.000000Z,0.35,0.9,200,03-18-2023 10:58:57.275,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,442.35,1925.19,-575.006,2023-03-18T10:58:58.000000Z,0.35,0.9,200,03-18-2023 10:58:58.271,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,440.73,1922.16,-420.636,2023-03-18T10:58:59.000000Z,0.35,0.9,200,03-18-2023 10:58:59.264,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,442.774,1914.7,-614.367,2023-03-18T10:59:00.000000Z,0.35,0.9,200,03-18-2023 10:59:00.260,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,441.131,1918.03,-429.152,2023-03-18T10:59:01.000000Z,0.35,0.9,200,03-18-2023 10:59:01.253,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,439.958,1910.1699999999998,-523.155,2023-03-18T10:59:02.000000Z,0.35,0.9,200,03-18-2023 10:59:02.249,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,441.73,1906.52,-572.712,2023-03-18T10:59:03.000000Z,0.35,0.9,200,03-18-2023 10:59:03.242,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,441.627,1904.49,-564.579,2023-03-18T10:59:04.000000Z,0.35,0.9,200,03-18-2023 10:59:04.238,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,444.656,1900.66,-547.175,2023-03-18T10:59:05.000000Z,0.35,0.9,200,03-18-2023 10:59:05.232,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,442.309,1891.41,-408.255,2023-03-18T10:59:06.000000Z,0.35,0.9,200,03-18-2023 10:59:06.226,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,440.647,1895.09,-578.282,2023-03-18T10:59:07.000000Z,0.35,0.9,200,03-18-2023 10:59:07.220,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,441.215,1892.94,-556.864,2023-03-18T10:59:08.000000Z,0.35,0.9,200,03-18-2023 10:59:08.215,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,441.735,1894.22,-670.809,2023-03-18T10:59:09.000000Z,0.35,0.9,200,03-18-2023 10:59:09.211,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,442.554,1887.74,-570.224,2023-03-18T10:59:10.000000Z,0.35,0.9,200,03-18-2023 10:59:10.204,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,441.358,1883.57,-560.291,2023-03-18T10:59:11.000000Z,0.35,0.9,200,03-18-2023 10:59:11.198,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,441.813,1883.69,-534.647,2023-03-18T10:59:12.000000Z,0.35,0.9,200,03-18-2023 10:59:12.193,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,440.841,1885.14,-436.188,2023-03-18T10:59:13.000000Z,0.35,0.9,200,03-18-2023 10:59:13.195,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,442.369,1886.64,-590.509,2023-03-18T10:59:14.000000Z,0.35,0.9,200,03-18-2023 10:59:14.189,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,442.423,1898.62,-529.469,2023-03-18T10:59:15.000000Z,0.35,0.9,200,03-18-2023 10:59:15.183,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,440.037,1925.24,-617.956,2023-03-18T10:59:16.000000Z,0.35,0.9,200,03-18-2023 10:59:16.179,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,440.671,1952.7,-498.007,2023-03-18T10:59:17.000000Z,0.35,0.9,200,03-18-2023 10:59:17.173,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,441.304,1962.5600000000002,-606.668,2023-03-18T10:59:18.000000Z,0.35,0.9,200,03-18-2023 10:59:18.167,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,440.963,1951.79,-716.577,2023-03-18T10:59:19.000000Z,0.35,0.9,200,03-18-2023 10:59:19.162,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,440.763,1937.76,-638.928,2023-03-18T10:59:20.000000Z,0.35,0.9,200,03-18-2023 10:59:20.157,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,441.318,1920.99,-667.39,2023-03-18T10:59:21.000000Z,0.35,0.9,200,03-18-2023 10:59:21.151,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,442.6,1910.85,-665.453,2023-03-18T10:59:22.000000Z,0.35,0.9,200,03-18-2023 10:59:22.145,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,441.678,1903.0800000000002,-436.725,2023-03-18T10:59:23.000000Z,0.35,0.9,200,03-18-2023 10:59:23.141,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,443.065,1899.7900000000002,-633.975,2023-03-18T10:59:24.000000Z,0.35,0.9,200,03-18-2023 10:59:24.135,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,441.908,1904.0900000000001,-717.418,2023-03-18T10:59:25.000000Z,0.35,0.9,200,03-18-2023 10:59:25.129,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,443.232,1910.08,-540.511,2023-03-18T10:59:26.000000Z,0.35,0.9,200,03-18-2023 10:59:26.123,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,441.81,1927.17,-726.437,2023-03-18T10:59:27.000000Z,0.35,0.9,200,03-18-2023 10:59:27.119,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,440.371,1930.43,-593.109,2023-03-18T10:59:28.000000Z,0.35,0.9,200,03-18-2023 10:59:28.113,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,439.627,1926.51,-591.304,2023-03-18T10:59:29.000000Z,0.35,0.9,200,03-18-2023 10:59:29.114,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,440.678,1919.68,-516.752,2023-03-18T10:59:30.000000Z,0.35,0.9,200,03-18-2023 10:59:30.109,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,441.185,1907.98,-535.647,2023-03-18T10:59:31.000000Z,0.35,0.9,200,03-18-2023 10:59:31.103,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,439.802,1905.14,-830.172,2023-03-18T10:59:32.000000Z,0.35,0.9,200,03-18-2023 10:59:32.098,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,440.737,1896.02,-809.693,2023-03-18T10:59:33.000000Z,0.35,0.9,200,03-18-2023 10:59:33.099,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,440.391,1893.44,-523.294,2023-03-18T10:59:34.000000Z,0.35,0.9,200,03-18-2023 10:59:34.093,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,439.335,1893.04,-505.912,2023-03-18T10:59:35.000000Z,0.35,0.9,200,03-18-2023 10:59:35.088,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,437.919,1892.77,-716.421,2023-03-18T10:59:36.000000Z,0.35,0.9,200,03-18-2023 10:59:36.083,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,437.082,1894.11,-628.278,2023-03-18T10:59:37.000000Z,0.35,0.9,200,03-18-2023 10:59:37.078,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,439.326,1885.25,-622.998,2023-03-18T10:59:38.000000Z,0.35,0.9,200,03-18-2023 10:59:38.071,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,437.969,1884.5400000000002,-872.293,2023-03-18T10:59:39.000000Z,0.35,0.9,200,03-18-2023 10:59:39.067,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,438.16,1889.12,-911.192,2023-03-18T10:59:40.000000Z,0.35,0.9,200,03-18-2023 10:59:40.061,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,438.07,1891.99,-780.362,2023-03-18T10:59:41.000000Z,0.35,0.9,200,03-18-2023 10:59:41.056,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
2023-03-18,NA,437.234,1887.8999999999999,-680.638,2023-03-18T10:59:42.000000Z,0.35,0.9,200,03-18-2023 10:59:42.050,LGR1,45003_FLM30_Water_145,2023-03-18T11:03:00.000000Z,300,324.3,0,3370,29,919,4.318,27.025,101.325
