index,flux_id,date,plot,surface,collar_notes,collar_location_notes,analyzer_id,chamber_id,soil_temp_c,water_temp_c,water_depth_cm,start_time,end_time,temp_start,temp_end,pressure_start,pressure_end,rh_start,rh_end,pneumatophore_count,notes_1,notes_2,...24,...25,...26,...27,...28,...29,datetime,date_only,air_temp,temp_source,date_parsed,year,month,time_period,Diameter_cm,Height_cm,Chamber_Volume_cm3,Chamber_Volume_L,Offset_cm,Collar_Volume_cm3,Collar_Volume_L,Chamber+Collar_Volume_L,Ground_Surface_Area_cm2,analyzer_cell_volume_cm3,tubing_volume_cm3,filter_volume_cm3,chamber_volume_L,chamber_volume_cm3,surface_area_cm2,analyzer_cell_volume_L,tubing_volume_L,filter_volume_L,total_system_volume_cm3,total_system_volume_L
18,44639_RB10_Soil_18,3/19/22,RB10,Soil,NA,NA,LGR3,Soil 6 in,24.2,NA,NA,12:44:38,12:48:03,NA,NA,NA,NA,NA,NA,0,Bare soil,NA,NA,NA,NA,NA,NA,NA,2022-03-19T12:44:38Z,2022-03-19,29.6,Tree same-day,2022-03-19,2022,03,March_2022,14.3,7.14,765.6,0.77,5,912.1,0.91,1.68,182.4,70,29,277,1.68,1680,182.4,0.07,0.029,0.277,2056,2.056
19,44639_RB10_Soil_19,3/19/22,RB10,Soil,NA,NA,LGR3,Soil 6 in,24.3,NA,NA,12:50:02,12:53:00,NA,NA,NA,NA,NA,NA,0,Bare soil,NA,NA,NA,NA,NA,NA,NA,2022-03-19T12:50:02Z,2022-03-19,29.6,Tree same-day,2022-03-19,2022,03,March_2022,14.3,7.14,765.6,0.77,5,912.1,0.91,1.68,182.4,70,29,277,1.68,1680,182.4,0.07,0.029,0.277,2056,2.056
20,44639_RB10_Soil_20,3/19/22,RB10,Soil,NA,NA,LGR3,Soil 6 in,24.2,NA,NA,12:54:35,12:57:00,NA,NA,NA,NA,NA,NA,2,"bare soil, pnew=N=2",NA,NA,NA,NA,NA,NA,NA,2022-03-19T12:54:35Z,2022-03-19,29.6,Tree same-day,2022-03-19,2022,03,March_2022,14.3,7.14,765.6,0.77,5,912.1,0.91,1.68,182.4,70,29,277,1.68,1680,182.4,0.07,0.029,0.277,2056,2.056
21,44643_FLM30_Soil_21,3/23/22,FLM30,Soil,1,NA,LGR3,Soil 8 in,27.6,NA,NA,15:30:00,15:32:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-23T15:30:00Z,2022-03-23,31,Tree 30min,2022-03-23,2022,03,March_2022,19.38,9.68,1905.7,1.91,5,1621.5,1.62,3.53,324.3,70,29,277,3.53,3530,324.3,0.07,0.029,0.277,3906,3.906
22,44643_FLM30_Soil_22,3/23/22,FLM30,Soil,2,NA,LGR3,Soil 8 in,27.5,NA,NA,15:35:55,15:37:35,NA,NA,NA,NA,NA,NA,NA,chamber slipped,NA,NA,NA,NA,NA,NA,NA,2022-03-23T15:35:55Z,2022-03-23,31,Tree same-day,2022-03-23,2022,03,March_2022,19.38,9.68,1905.7,1.91,5,1621.5,1.62,3.53,324.3,70,29,277,3.53,3530,324.3,0.07,0.029,0.277,3906,3.906
23,44643_FLM30_Soil_23,3/23/22,FLM30,Soil,3,NA,LGR3,Soil 8 in,26.2,NA,NA,15:39:20,15:41:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-23T15:39:20Z,2022-03-23,31,Tree same-day,2022-03-23,2022,03,March_2022,19.38,9.68,1905.7,1.91,5,1621.5,1.62,3.53,324.3,70,29,277,3.53,3530,324.3,0.07,0.029,0.277,3906,3.906
24,44643_FLM30_Soil_24,3/23/22,FLM30,Soil,4,NA,LGR3,Soil 8 in,26.5,NA,NA,15:42:45,15:44:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-23T15:42:45Z,2022-03-23,31,Tree same-day,2022-03-23,2022,03,March_2022,19.38,9.68,1905.7,1.91,5,1621.5,1.62,3.53,324.3,70,29,277,3.53,3530,324.3,0.07,0.029,0.277,3906,3.906
25,44643_FLM30_Soil_25,3/23/22,FLM30,Soil,5,NA,LGR3,Soil 8 in,27.7,NA,NA,15:47:05,15:49:05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-23T15:47:05Z,2022-03-23,31,Tree same-day,2022-03-23,2022,03,March_2022,19.38,9.68,1905.7,1.91,5,1621.5,1.62,3.53,324.3,70,29,277,3.53,3530,324.3,0.07,0.029,0.277,3906,3.906
26,44643_FLM30_Soil_26,3/23/22,FLM30,Soil,1,NA,LGR3,Soil 8 in,26.4,NA,NA,16:05:30,16:07:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-23T16:05:30Z,2022-03-23,31,Tree same-day,2022-03-23,2022,03,March_2022,19.38,9.68,1905.7,1.91,5,1621.5,1.62,3.53,324.3,70,29,277,3.53,3530,324.3,0.07,0.029,0.277,3906,3.906
27,44643_FLM30_Soil_27,3/23/22,FLM30,Soil,2,NA,LGR3,Soil 8 in,27.6,NA,NA,16:09:30,16:11:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-23T16:09:30Z,2022-03-23,31,Tree same-day,2022-03-23,2022,03,March_2022,19.38,9.68,1905.7,1.91,5,1621.5,1.62,3.53,324.3,70,29,277,3.53,3530,324.3,0.07,0.029,0.277,3906,3.906
28,44643_FLM30_Soil_28,3/23/22,FLM30,Soil,3,NA,LGR3,Soil 8 in,27.5,NA,NA,16:12:45,16:14:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-23T16:12:45Z,2022-03-23,31,Tree same-day,2022-03-23,2022,03,March_2022,19.38,9.68,1905.7,1.91,5,1621.5,1.62,3.53,324.3,70,29,277,3.53,3530,324.3,0.07,0.029,0.277,3906,3.906
29,44643_FLM30_Soil_29,3/23/22,FLM30,Soil,4,NA,LGR3,Soil 8 in,27.6,NA,NA,16:16:15,16:18:15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-23T16:16:15Z,2022-03-23,31,Tree same-day,2022-03-23,2022,03,March_2022,19.38,9.68,1905.7,1.91,5,1621.5,1.62,3.53,324.3,70,29,277,3.53,3530,324.3,0.07,0.029,0.277,3906,3.906
30,44643_FLM30_Soil_30,3/23/22,FLM30,Soil,5,NA,LGR3,Soil 8 in,27,NA,NA,16:20:45,16:22:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-23T16:20:45Z,2022-03-23,31,Tree same-day,2022-03-23,2022,03,March_2022,19.38,9.68,1905.7,1.91,5,1621.5,1.62,3.53,324.3,70,29,277,3.53,3530,324.3,0.07,0.029,0.277,3906,3.906
31,44644_BL60_Soil_31,3/24/22,BL60,Soil,1,NA,LGR3,Soil 8 in,23.9,NA,NA,15:08:30,15:10:30,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24T15:08:30Z,2022-03-24,32.95,Tree 30min,2022-03-24,2022,03,March_2022,19.38,9.68,1905.7,1.91,5,1621.5,1.62,3.53,324.3,70,29,277,3.53,3530,324.3,0.07,0.029,0.277,3906,3.906
32,44644_BL60_Soil_32,3/24/22,BL60,Soil,2,NA,LGR3,Soil 8 in,24.3,NA,NA,15:13:30,15:15:30,NA,NA,NA,NA,NA,NA,3,3 pneum,NA,NA,NA,NA,NA,NA,NA,2022-03-24T15:13:30Z,2022-03-24,32.6,Tree 30min,2022-03-24,2022,03,March_2022,19.38,9.68,1905.7,1.91,5,1621.5,1.62,3.53,324.3,70,29,277,3.53,3530,324.3,0.07,0.029,0.277,3906,3.906
33,44644_BL60_Soil_33,3/24/22,BL60,Soil,NA,NA,LGR3,Soil 8 in,24.7,NA,NA,15:18:30,15:20:30,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24T15:18:30Z,2022-03-24,32.6,Tree 30min,2022-03-24,2022,03,March_2022,19.38,9.68,1905.7,1.91,5,1621.5,1.62,3.53,324.3,70,29,277,3.53,3530,324.3,0.07,0.029,0.277,3906,3.906
34,44644_BL60_Soil_34,3/24/22,BL60,Soil,4,NA,LGR3,Soil 8 in,24.1,NA,NA,15:23:00,15:25:00,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24T15:23:00Z,2022-03-24,32.6,Tree 30min,2022-03-24,2022,03,March_2022,19.38,9.68,1905.7,1.91,5,1621.5,1.62,3.53,324.3,70,29,277,3.53,3530,324.3,0.07,0.029,0.277,3906,3.906
35,44644_BL60_Soil_35,3/24/22,BL60,Soil,5,NA,LGR3,Soil 8 in,24.5,NA,NA,15:28:30,15:30:30,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24T15:28:30Z,2022-03-24,32.6,Tree 30min,2022-03-24,2022,03,March_2022,19.38,9.68,1905.7,1.91,5,1621.5,1.62,3.53,324.3,70,29,277,3.53,3530,324.3,0.07,0.029,0.277,3906,3.906
36,44644_BL60_Soil_36,3/24/22,BL60,Soil,6,NA,LGR3,Soil 8 in,24,NA,NA,15:35:00,15:37:00,NA,NA,NA,NA,NA,NA,5,5-6 pneum,NA,NA,NA,NA,NA,NA,NA,2022-03-24T15:35:00Z,2022-03-24,32.6,Tree 30min,2022-03-24,2022,03,March_2022,19.38,9.68,1905.7,1.91,5,1621.5,1.62,3.53,324.3,70,29,277,3.53,3530,324.3,0.07,0.029,0.277,3906,3.906
37,44644_BL60_Soil_37,3/24/22,BL60,Soil,7,NA,LGR3,Soil 8 in,24,NA,NA,15:41:30,15:42:30,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24T15:41:30Z,2022-03-24,32.6,Tree same-day,2022-03-24,2022,03,March_2022,19.38,9.68,1905.7,1.91,5,1621.5,1.62,3.53,324.3,70,29,277,3.53,3530,324.3,0.07,0.029,0.277,3906,3.906
38,44644_BL60_Soil_38,3/24/22,BL60,Soil,8,NA,LGR3,Soil 8 in,24.1,NA,NA,15:47:30,15:49:30,NA,NA,NA,NA,NA,NA,1,1 pneum,NA,NA,NA,NA,NA,NA,NA,2022-03-24T15:47:30Z,2022-03-24,32.6,Tree same-day,2022-03-24,2022,03,March_2022,19.38,9.68,1905.7,1.91,5,1621.5,1.62,3.53,324.3,70,29,277,3.53,3530,324.3,0.07,0.029,0.277,3906,3.906
39,44644_BL60_Soil_39,3/24/22,BL60,Soil,9,NA,LGR3,Soil 8 in,24.1,NA,NA,15:53:30,15:55:30,NA,NA,NA,NA,NA,NA,3,3 pneum,NA,NA,NA,NA,NA,NA,NA,2022-03-24T15:53:30Z,2022-03-24,32.6,Tree same-day,2022-03-24,2022,03,March_2022,19.38,9.68,1905.7,1.91,5,1621.5,1.62,3.53,324.3,70,29,277,3.53,3530,324.3,0.07,0.029,0.277,3906,3.906
40,44644_BL60_Soil_40,3/24/22,BL60,Soil,10,NA,LGR3,Soil 8 in,24.6,NA,NA,16:00:00,16:02:00,NA,NA,NA,NA,NA,NA,3,3 pneumataphores,NA,NA,NA,NA,NA,NA,NA,2022-03-24T16:00:00Z,2022-03-24,30.5,Tree same-day,2022-03-24,2022,03,March_2022,19.38,9.68,1905.7,1.91,5,1621.5,1.62,3.53,324.3,70,29,277,3.53,3530,324.3,0.07,0.029,0.277,3906,3.906
41,44851_SRS6_Soil_41,10/17/22,SRS6,Soil,9,white mangrive by pink tape,Picarro,Soil 6 in,27.2,NA,0.7,08:55:47,08:59:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-17T08:55:47Z,2022-10-17,27.1,Tree same-day,2022-10-17,2022,10,Oct_2022,14.3,7.14,765.6,0.77,5,912.1,0.91,1.68,182.4,35,29,849,1.68,1680,182.4,0.035,0.029,0.849,2593,2.593
42,44851_SRS6_Soil_42,10/17/22,SRS6,Soil,4,red mangrove by pink tape,Picarro,Soil 6 in,27.1,NA,0,09:09:00,09:12:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-17T09:09:00Z,2022-10-17,27.1,Tree same-day,2022-10-17,2022,10,Oct_2022,14.3,7.14,765.6,0.77,5,912.1,0.91,1.68,182.4,35,29,849,1.68,1680,182.4,0.035,0.029,0.849,2593,2.593
43,44851_SRS6_Soil_43,10/17/22,SRS6,Soil,8,red mangrove by pink tape,Picarro,Soil 6 in,27,NA,0.5,09:18:18,09:21:18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-17T09:18:18Z,2022-10-17,27.1,Tree same-day,2022-10-17,2022,10,Oct_2022,14.3,7.14,765.6,0.77,5,912.1,0.91,1.68,182.4,35,29,849,1.68,1680,182.4,0.035,0.029,0.849,2593,2.593
44,44851_SRS6_Soil_44,10/17/22,SRS6,Soil,6,red mangrove sol,Picarro,Soil 6 in,27.2,NA,0,09:44:10,09:47:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-17T09:44:10Z,2022-10-17,27.1,Tree same-day,2022-10-17,2022,10,Oct_2022,14.3,7.14,765.6,0.77,5,912.1,0.91,1.68,182.4,35,29,849,1.68,1680,182.4,0.035,0.029,0.849,2593,2.593
45,44851_SRS6_Soil_45,10/17/22,SRS6,Soil,7,by red mangrove sol and dead white mangrove,Picarro,Soil 6 in,27.1,NA,0,09:50:30,09:53:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-17T09:50:30Z,2022-10-17,27.1,Tree same-day,2022-10-17,2022,10,Oct_2022,14.3,7.14,765.6,0.77,5,912.1,0.91,1.68,182.4,35,29,849,1.68,1680,182.4,0.035,0.029,0.849,2593,2.593
46,44851_SRS6_Soil_46,10/17/22,SRS6,Soil,3,by dead white,Picarro,Soil 6 in,27,NA,0,11:51:35,11:55:35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-17T11:51:35Z,2022-10-17,26.1,Tree 30min,2022-10-17,2022,10,Oct_2022,14.3,7.14,765.6,0.77,5,912.1,0.91,1.68,182.4,35,29,849,1.68,1680,182.4,0.035,0.029,0.849,2593,2.593
47,44851_SRS6_Soil_47,10/17/22,SRS6,Soil,1,by dead red,Picarro,Soil 6 in,26.8,NA,0,10:30:40,10:33:40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-17T10:30:40Z,2022-10-17,27.1,Tree 30min,2022-10-17,2022,10,Oct_2022,14.3,7.14,765.6,0.77,5,912.1,0.91,1.68,182.4,35,29,849,1.68,1680,182.4,0.035,0.029,0.849,2593,2.593
48,44851_SRS6_Soil_48,10/17/22,SRS6,Soil,5,by dead red with blue tape,Picarro,Soil 6 in,26.8,NA,1,10:56:20,11:00:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-17T10:56:20Z,2022-10-17,27.1,Tree 30min,2022-10-17,2022,10,Oct_2022,14.3,7.14,765.6,0.77,5,912.1,0.91,1.68,182.4,35,29,849,1.68,1680,182.4,0.035,0.029,0.849,2593,2.593
49,44851_SRS6_Soil_49,10/17/22,SRS6,Soil,10,7 ft from 37,Picarro,Soil 6 in,26.5,NA,0,11:06:00,11:09:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-17T11:06:00Z,2022-10-17,27.1,Tree 30min,2022-10-17,2022,10,Oct_2022,14.3,7.14,765.6,0.77,5,912.1,0.91,1.68,182.4,35,29,849,1.68,1680,182.4,0.035,0.029,0.849,2593,2.593
50,44851_SRS6_Soil_50,10/17/22,SRS6,Soil,2,red #2,Picarro,Soil 6 in,26.5,NA,0,11:39:20,11:42:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-17T11:39:20Z,2022-10-17,27.1,Tree 30min,2022-10-17,2022,10,Oct_2022,14.3,7.14,765.6,0.77,5,912.1,0.91,1.68,182.4,35,29,849,1.68,1680,182.4,0.035,0.029,0.849,2593,2.593
51,44852_FLM30_Water_51,10/18/22,FLM30,Water,surface 1,NA,Picarro,Floating 8 in,NA,NA,10,08:57:00,09:02:00,NA,NA,NA,NA,NA,NA,NA,NA,System time = 9:23:00,NA,NA,NA,NA,NA,NA,2022-10-18T08:57:00Z,2022-10-18,25.9,Tree same-day,2022-10-18,2022,10,Oct_2022,19.38,9.68,1905.7,1.91,2.54,463.3,0.46,3.37,324.3,35,29,849,3.37,3370,324.3,0.035,0.029,0.849,4283,4.283
52,44852_FLM30_Water_52,10/18/22,FLM30,Water,surface 2,NA,Picarro,Floating 8 in,NA,NA,10,11:23:00,11:28:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-18T11:23:00Z,2022-10-18,26.725,Tree 30min,2022-10-18,2022,10,Oct_2022,19.38,9.68,1905.7,1.91,2.54,463.3,0.46,3.37,324.3,35,29,849,3.37,3370,324.3,0.035,0.029,0.849,4283,4.283
53,44852_FLM30_Water_53,10/18/22,FLM30,Water,surface 3,NA,Picarro,Floating 8 in,NA,NA,10,12:06:00,12:11:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-18T12:06:00Z,2022-10-18,27.357142857142858,Tree 30min,2022-10-18,2022,10,Oct_2022,19.38,9.68,1905.7,1.91,2.54,463.3,0.46,3.37,324.3,35,29,849,3.37,3370,324.3,0.035,0.029,0.849,4283,4.283
54,44854_SRS5_Water_54,10/20/22,SRS5,Water,surface water 1,plot edge (river),Picarro,Floating 8 in,NA,NA,9,12:50:00,12:55:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-20T12:50:00Z,2022-10-20,20.788888888888888,Tree 30min,2022-10-20,2022,10,Oct_2022,19.38,9.68,1905.7,1.91,2.54,463.3,0.46,3.37,324.3,35,29,849,3.37,3370,324.3,0.035,0.029,0.849,4283,4.283
55,44854_SRS5_Water_55,10/20/22,SRS5,Water,surface water 2,plot center,Picarro,Floating 8 in,NA,NA,6,13:01:00,13:05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-20T13:01:00Z,2022-10-20,20.6,Tree 30min,2022-10-20,2022,10,Oct_2022,19.38,9.68,1905.7,1.91,2.54,463.3,0.46,3.37,324.3,35,29,849,3.37,3370,324.3,0.035,0.029,0.849,4283,4.283
