index,flux_id,date,plot,surface,collar_notes,collar_location_notes,chamber_id,soil_temp_c,water_temp_c,water_depth_cm,start_time,end_time,temp_start,temp_end,pressure_start,pressure_end,rh_start,rh_end,pneumatophore_count,notes_1,notes_2,...24,...25,...26,...27,...28,...29,datetime,date_only,air_temp,temp_source,date_parsed,year,month,time_period,Diameter_cm,Height_cm,Chamber_Volume_cm3,Chamber_Volume_L,Offset_cm,Collar_Volume_cm3,Collar_Volume_L,Chamber+Collar_Volume_L,Ground_Surface_Area_cm2,analyzer_cell_volume_cm3,tubing_volume_cm3,filter_volume_cm3,chamber_volume_L,chamber_volume_cm3,surface_area_cm2,analyzer_cell_volume_L,tubing_volume_L,filter_volume_L,total_system_volume_cm3,total_system_volume_L,CH4_LM.flux,CH4_LM.C0,CH4_LM.Ct,CH4_LM.slope,CH4_LM.MAE,CH4_LM.RMSE,CH4_LM.AICc,CH4_LM.SE,CH4_LM.se.rel,CH4_LM.r2,CH4_LM.p.val,CH4_HM.flux,CH4_HM.C0,CH4_HM.Ci,CH4_HM.slope,CH4_HM.MAE,CH4_HM.RMSE,CH4_HM.AICc,CH4_HM.SE,CH4_HM.se.rel,CH4_HM.r2,CH4_HM.k,CH4_C0,CH4_Ct,CH4_MDF,CH4_prec,CH4_flux.term,CH4_nb.obs,CH4_k.max,CH4_k.mult,CH4_g.fact,CH4_HM.diagnose,CH4_LM.diagnose,CH4_best.flux,CH4_model,CH4_quality.check,CH4_HM.score,CH4_LM.score,CH4_RMSE.lim,CH4_MAE.lim,CH4_SE.lim,CH4_g.limit,CH4_g.reverse,CH4_k.ratio.lim,CH4_p.val.lim,CH4_MDF.lim,CH4_warn.nb.obs,CO2_LM.flux,CO2_LM.C0,CO2_LM.Ct,CO2_LM.slope,CO2_LM.MAE,CO2_LM.RMSE,CO2_LM.AICc,CO2_LM.SE,CO2_LM.se.rel,CO2_LM.r2,CO2_LM.p.val,CO2_HM.flux,CO2_HM.C0,CO2_HM.Ci,CO2_HM.slope,CO2_HM.MAE,CO2_HM.RMSE,CO2_HM.AICc,CO2_HM.SE,CO2_HM.se.rel,CO2_HM.r2,CO2_HM.k,CO2_C0,CO2_Ct,CO2_MDF,CO2_prec,CO2_flux.term,CO2_nb.obs,CO2_k.max,CO2_k.mult,CO2_g.fact,CO2_HM.diagnose,CO2_LM.diagnose,CO2_best.flux,CO2_model,CO2_quality.check,CO2_HM.score,CO2_LM.score,CO2_RMSE.lim,CO2_MAE.lim,CO2_SE.lim,CO2_g.limit,CO2_g.reverse,CO2_k.ratio.lim,CO2_p.val.lim,CO2_MDF.lim,CO2_warn.nb.obs,processing_date,timestamp_correction,primary_gas,measurement_type,notes
41,44851_SRS6_Soil_41,10/17/22,SRS6,Soil,9,white mangrive by pink tape,Soil 6 in,27.2,NA,0.7,08:55:47,08:59:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-17T08:55:47.000000Z,2022-10-17,27.1,Tree same-day,2022-10-17,2022,10,Oct_2022,14.3,7.14,765.6,0.77,5,912.1,0.91,1.68,182.4,35,29,849,1.68,1680,182.4,0.035,0.029,0.849,2593,2.593,7.151524882312733,2027.522956638805,2264.242301496226,1.239368297682832,4.455237394940858,5.431021674966859,398.40107086686777,0.07144309948241541,0.9989911334729413,0.993849942513982,2.2604743049682633e-69,7.191500152430889,2027.2991990288072,20627.95104949116,1.2462960625009736,4.52454782929807,5.513629685750036,402.5860274367198,0.28967658348923875,4.028041122843077,0.9936630568093934,6.700281648839069e-5,2038.0406167,2272.5644616,0.0030053637404112627,0.1,5.770298381589624,63,12.39368297682832,1,1.0055897547412613,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),7.151524882312733,LM,RMSE | SE | AICc,3,1,0.1,0.1,0.01259881576697424,2,0.5,1,0.05,0.003,60,4.2018318025866765,683.6122287897998,822.6951359847941,0.7281827601832159,52.97827097624914,59.8244701975787,700.7112968583468,0.786968977772397,18.729188000527138,0.3073220945625995,1.455671304428508e-6,40.45427049164108,556.9922876447824,797.8299172298169,7.010776188058508,33.728062945825705,39.71031989987564,651.3589090838273,10.007603632903852,24.738064761226347,0.6948029130983605,0.029109970066297952,608.64614463,700.05068247,7.513409351028157e-4,0.025,5.770298381589624,63,29.127310407328636,1,9.627770075598256,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE) | Exaggerated curvature (g-fact),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),4.2018318025866765,LM,SE | g-fact. > 2 | Intercept,1,3,0.025,0.025,0.00314970394174356,2,0.5,1,0.05,7.5e-4,60,2025-09-08,-25220 seconds,CH4dry_ppb,soil water,"Timestamps corrected by -25220 seconds, CH4 focus, soil water measurements"
42,44851_SRS6_Soil_42,10/17/22,SRS6,Soil,4,red mangrove by pink tape,Soil 6 in,27.1,NA,0,09:09:00,09:12:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-17T09:09:00.000000Z,2022-10-17,27.1,Tree same-day,2022-10-17,2022,10,Oct_2022,14.3,7.14,765.6,0.77,5,912.1,0.91,1.68,182.4,35,29,849,1.68,1680,182.4,0.035,0.029,0.849,2593,2.593,1.3497660905160438,2081.7008628431727,2123.8053114106497,0.2339136031526511,1.8708446807490506,2.514226305996437,296.68584664801136,0.03553820199013884,2.6329156021805113,0.9594019273417788,1.1466164164033163e-43,2.035208082792962,2078.478641445945,2152.4369473779147,0.35270026351713435,1.6420793984759199,2.11821265655926,277.7211406765292,0.161312509646734,7.926094192067142,0.97118386024594,0.004768906738366399,2072.8606691,2120.9361727,0.0031880451234185376,0.1,5.770361673387552,62,2.339136031526511,1,1.5078227976633045,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),2.035208082792962,HM,SE | Intercept,1,3,0.1,0.1,0.01270001270001905,2,0.5,1,0.05,0.0032,60,-0.7386821004682439,510.0948306148554,487.0524659226217,-0.12801313717907611,0.8347016828326437,1.0266709705958597,185.6260372763066,0.014511836203220097,-1.964557716238308,0.9769899731793081,4.5500925188297e-51,-0.7551127053345628,510.1706708068382,0,-0.1308605505296284,0.8586182380479028,1.049213470286638,190.60719264008927,0.05993306666468586,-7.936969705486775,0.9759687087705847,2.565034762242831e-4,508.05548546,486.77943223,7.970112808546344e-4,0.025,5.770361673387552,62,5.120525487163044,1,1.0222431338946802,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),-0.7386821004682439,LM,RMSE | MAE | SE | AICc,4,0,0.025,0.025,0.0031750031750047624,2,0.5,1,0.05,8e-4,60,2025-09-08,-25220 seconds,CH4dry_ppb,soil water,"Timestamps corrected by -25220 seconds, CH4 focus, soil water measurements"
43,44851_SRS6_Soil_43,10/17/22,SRS6,Soil,8,red mangrove by pink tape,Soil 6 in,27,NA,0.5,09:18:18,09:21:18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-17T09:18:18.000000Z,2022-10-17,27.1,Tree same-day,2022-10-17,2022,10,Oct_2022,14.3,7.14,765.6,0.77,5,912.1,0.91,1.68,182.4,35,29,849,1.68,1680,182.4,0.035,0.029,0.849,2593,2.593,8.34793115060769,2044.1351685040129,2291.51699517222,1.4466773489368836,7.689768179252963,8.758171663987094,429.92959649742903,0.13368714852069022,1.6014404779914653,0.9853395645987295,3.5080280673028913e-54,12.170748828746305,2026.7574994783236,2488.6079212241148,2.1091628970688943,3.8934625843320823,4.740553684630475,359.801652577544,0.38214238899520225,3.1398428672902483,0.9957048523246539,0.004566766203430699,2035.4215769000002,2282.8958985,0.0033548934369804066,0.1,5.770416711606299,59,14.466773489368837,1,1.4579359375598504,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),12.170748828746305,HM,SE | nb.obs,1,3,0.1,0.1,0.013018891098082389,2,0.5,1,0.05,0.0034,60,8.5926135798603,719.7884613056228,974.4211846582999,1.4890802535244272,72.14931300679918,81.61090189609484,693.3027274107649,1.2457313217041757,14.497699799092198,0.4453875200340355,4.711207713089611e-9,65.2871306383651,534.9680190195752,927.5208518019805,11.314110210974912,42.21100555635616,49.24302138516371,635.9940715170442,12.756693424266963,19.53936909086745,0.798078451990406,0.02882187890679775,612.87667582,807.53612844,8.387233592451016e-4,0.025,5.770416711606299,59,59.5632101409771,1,7.598052679965453,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE) | Exaggerated curvature (g-fact),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),8.5926135798603,LM,SE | g-fact. > 2 | Intercept | nb.obs,1,3,0.025,0.025,0.0032547227745205972,2,0.5,1,0.05,8.4e-4,60,2025-09-08,-25220 seconds,CH4dry_ppb,soil water,"Timestamps corrected by -25220 seconds, CH4 focus, soil water measurements"
44,44851_SRS6_Soil_44,10/17/22,SRS6,Soil,6,red mangrove sol,Soil 6 in,27.2,NA,0,09:44:10,09:47:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-17T09:44:10.000000Z,2022-10-17,27.1,Tree same-day,2022-10-17,2022,10,Oct_2022,14.3,7.14,765.6,0.77,5,912.1,0.91,1.68,182.4,35,29,849,1.68,1680,182.4,0.035,0.029,0.849,2593,2.593,11.459047292477305,4081.8024784276486,4276.416099666118,1.9858532779435631,6.565350397508624,7.994303926810698,237.6736618079348,0.2835615867751313,2.474565114687024,0.9807699256915166,2.210944732119399e-28,15.478073711098492,4071.551727512285,4493.092703972728,2.6823506903244514,5.067753696121269,6.476377279923265,226.3771599112635,1.1374506025322626,7.348786572302328,0.9873792857711741,0.0063632027255034,4067.9754608999997,4262.6807855,0.0058286255955992735,0.1,5.7703393396432805,33,19.85853277943563,1,1.3507295428704287,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),15.478073711098492,HM,SE | nb.obs,1,3,0.1,0.1,0.017407765595569787,2,0.5,1,0.05,0.0058,60,1.690946767588098,472.9478803073789,501.6659111665273,0.2930411312157998,1.1203102730075054,1.4580967288840687,125.36823974363423,0.05171935241633299,3.058603227948063,0.9709075258559583,1.359772224573307e-25,2.4290129700398726,471.0867318081272,525.6670728066726,0.4209480287150726,0.8799241850849705,1.164295805553224,113.11820002349062,0.21394479561555288,8.807890211143704,0.9814503956236282,0.007712447760747604,473.28740316,500.51557083,0.0014571563988998184,0.025,5.7703393396432805,33,11.72164524863199,1,1.4364810392609366,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),2.4290129700398726,HM,SE | nb.obs,1,3,0.025,0.025,0.004351941398892447,2,0.5,1,0.05,0.0015,60,2025-09-08,-25220 seconds,CH4dry_ppb,soil water,"Timestamps corrected by -25220 seconds, CH4 focus, soil water measurements"
45,44851_SRS6_Soil_45,10/17/22,SRS6,Soil,7,by red mangrove sol and dead white mangrove,Soil 6 in,27.1,NA,0,09:50:30,09:53:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-17T09:50:30.000000Z,2022-10-17,27.1,Tree same-day,2022-10-17,2022,10,Oct_2022,14.3,7.14,765.6,0.77,5,912.1,0.91,1.68,182.4,35,29,849,1.68,1680,182.4,0.035,0.029,0.849,2593,2.593,11.601727548163938,2172.3721231344375,2528.239075241453,2.0105477520170374,4.877774434207908,6.235992610964054,383.36049518639527,0.0924222500697096,0.7966248964735957,0.9963955253840445,2.5292692348596385e-70,11.77509475300089,2171.5067003283975,14132.653040777772,2.040591815930051,4.8111285454182555,6.236056892369039,385.6719634596737,0.36947527918867495,3.1377690535739764,0.9963955438690786,1.706016930023939e-4,2190.8555381,2525.5642912999997,0.0032418153006919517,0.1,5.770431235231674,58,20.10547752017037,1,1.0149432232499191,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),11.77509475300089,HM,SE | AICc | nb.obs,2,2,0.1,0.1,0.013130643285972255,2,0.5,1,0.05,0.0032,60,0.1743764850326882,542.9080100014227,548.2567675886096,0.030218969419135152,12.912309710031687,14.619964459324079,482.19832500547,0.21667921942277976,124.25942602419218,-0.006220004484033481,0.42435723809362436,12.529337479311053,509.06590794170273,550.4236238313952,2.1713000239587847,9.693336939051566,11.438712668138223,456.04398710373744,6.012262707592119,47.98547981902323,0.38403701447439553,0.05250048212889671,518.86664645,526.2781259,8.104538251729879e-4,0.025,5.770431235231674,58,1.2087587767654058,1,71.85221950633041,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE) | Exaggerated curvature (g-fact),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE) | No detect. flux (p-val.),0.1743764850326882,LM,SE | g-fact. > 2 | p-value | Intercept | nb.obs,1,3,0.025,0.025,0.003282660821493064,2,0.5,1,0.05,8.1e-4,60,2025-09-08,-25220 seconds,CH4dry_ppb,soil water,"Timestamps corrected by -25220 seconds, CH4 focus, soil water measurements"
46,44851_SRS6_Soil_46,10/17/22,SRS6,Soil,3,by dead white,Soil 6 in,27,NA,0,11:51:35,11:55:35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-17T11:51:35.000000Z,2022-10-17,26.1,Tree 30min,2022-10-17,2022,10,Oct_2022,14.3,7.14,765.6,0.77,5,912.1,0.91,1.68,182.4,35,29,849,1.68,1680,182.4,0.035,0.029,0.849,2593,2.593,3.218737267115902,2723.7125137761295,2851.0276689723764,0.5559613764028243,3.3304506868740407,4.285199638080575,202.23918584239976,0.06377919247325643,1.9814973133984546,0.9872038795851037,4.4458351282513467e-32,3.2471965271574565,2723.5367270459674,9787.763085158405,0.5608770461425561,3.3343125023981,4.302600294302297,205.094060651158,0.2561631236151648,7.8887471538227425,0.9870998275232332,7.939681115943493e-5,2737.1741558,2855.4388672,0.0025171730359351214,0.1,5.789497982650779,34,5.559613764028244,1,1.0088417468341724,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),3.2471965271574565,HM,SE | AICc | Intercept | nb.obs,2,2,0.1,0.1,0.017149858514250885,2,0.5,1,0.05,0.0025,60,-2.287026507731915,576.4074799225311,485.945565635653,-0.39503019339248086,15.199642750474663,17.79247152430145,299.0445488014158,0.2648160089996759,-11.579052892670608,0.6903891670238167,7.201159752006314e-10,-2.4873934719931543,577.640275023838,0,-0.429638887421164,15.123676597247742,17.77830151197469,301.5696820335779,1.1179332120366587,-44.94396341487767,0.6908821316013636,7.437827762328964e-4,537.09495999,507.71565633,6.292932589837803e-4,0.025,5.789497982650779,34,15.801207735699236,1,1.0876102500709302,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),-2.4873934719931543,HM,SE | AICc | Intercept | nb.obs,2,2,0.025,0.025,0.004287464628562721,2,0.5,1,0.05,6.3e-4,60,2025-09-08,-25220 seconds,CH4dry_ppb,soil water,"Timestamps corrected by -25220 seconds, CH4 focus, soil water measurements"
47,44851_SRS6_Soil_47,10/17/22,SRS6,Soil,1,by dead red,Soil 6 in,26.8,NA,0,10:30:40,10:33:40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-17T10:30:40.000000Z,2022-10-17,27.1,Tree 30min,2022-10-17,2022,10,Oct_2022,14.3,7.14,765.6,0.77,5,912.1,0.91,1.68,182.4,35,29,849,1.68,1680,182.4,0.035,0.029,0.849,2593,2.593,17.580699184840515,2053.6466552550974,2580.7333956180682,3.046744163947808,5.444958654040504,6.424786126797208,360.6230025835803,0.10089092946340875,0.573873248172092,0.9982575320825732,1.251431902267649e-73,18.244969511578415,2050.440627335937,9373.82757212643,3.161862551447296,5.33678794534935,6.238121239734508,359.7750259131586,0.3987716485962959,2.1856525895712346,0.9983573120831404,4.3174866701485614e-4,2055.001241,2564.4209155,0.0033162778239765795,0.1,5.7703234137192485,54,30.467441639478086,1,1.0377840676160757,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),18.244969511578415,HM,SE | nb.obs,1,3,0.1,0.1,0.013608276348795434,2,0.5,1,0.05,0.0033,60,1.3423333129149624,497.3243881391568,537.5688677782294,0.23262704993683614,5.583950119727876,6.325793940107228,358.94600107938584,0.09933641643719088,7.40027945976216,0.7740847301806129,1.2064278816396986e-18,5.475749925899914,482.6902027083297,531.9391721250067,0.9489502638415429,2.4329535257948187,2.785587663159764,272.70324512966175,0.49101334842893174,8.96705209466329,0.9561924298288486,0.019268428864223152,487.87898112,526.83470039,8.290694559941449e-4,0.025,5.7703234137192485,54,9.305081997473446,1,4.079277384548383,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE) | Exaggerated curvature (g-fact),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),1.3423333129149624,LM,SE | g-fact. > 2 | Intercept | nb.obs,1,3,0.025,0.025,0.0034020690871988586,2,0.5,1,0.05,8.3e-4,60,2025-09-08,-25220 seconds,CH4dry_ppb,soil water,"Timestamps corrected by -25220 seconds, CH4 focus, soil water measurements"
48,44851_SRS6_Soil_48,10/17/22,SRS6,Soil,5,by dead red with blue tape,Soil 6 in,26.8,NA,1,10:56:20,11:00:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-17T10:56:20.000000Z,2022-10-17,27.1,Tree 30min,2022-10-17,2022,10,Oct_2022,14.3,7.14,765.6,0.77,5,912.1,0.91,1.68,182.4,35,29,849,1.68,1680,182.4,0.035,0.029,0.849,2593,2.593,114.57677361474411,3418.072122795061,4331.65955349383,19.860596319538445,92.97654655666449,106.14100297841087,120.30672528251421,15.723253599239253,13.722897846737702,0.866892260166251,1.6457876896926074e-4,146.9711802499161,3382.351243039025,5655.455455339034,25.47580272564148,89.85802691379715,104.47779597517203,127.22243585987255,72.49603859605752,49.326703693052025,0.8710311166917487,0.01120749439809631,3391.6483869,4444.0186435,0.012274574512812915,0.1,5.76905002102207,9,198.60596319538448,1,1.2827310074561513,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),146.9711802499161,HM,SE | AICc | nb.obs,2,2,0.1,0.1,0.03333333333333333,2,0.5,1,0.05,0.012,60,0.4272692933958974,503.45177043117087,506.85863766660685,0.07406233120512977,1.7645840765432075,1.8903506735949678,47.802615959702635,0.2800280965733081,65.53901740695437,0.14237552864783076,0.17088933748209081,0.42669806859720943,503.452223783035,4472.183385310412,0.07396331580456876,1.7644420990083884,1.890468651228133,55.003739312719745,1.1183053112636903,262.0835184326409,0.142270500256918,1.863651449147384e-5,505.52524019,509.09009985,0.003068643628203229,0.025,5.76905002102207,9,2.962493248205191,1,0.9986630801522198,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE) | No detect. flux (p-val.),0.42669806859720943,HM,SE | AICc | p-value | Intercept | nb.obs,2,2,0.025,0.025,0.008333333333333333,2,0.5,1,0.05,0.0031,60,2025-09-08,-25220 seconds,CH4dry_ppb,soil water,"Timestamps corrected by -25220 seconds, CH4 focus, soil water measurements"
49,44851_SRS6_Soil_49,10/17/22,SRS6,Soil,10,7 ft from 37,Soil 6 in,26.5,NA,0,11:06:00,11:09:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-17T11:06:00.000000Z,2022-10-17,27.1,Tree 30min,2022-10-17,2022,10,Oct_2022,14.3,7.14,765.6,0.77,5,912.1,0.91,1.68,182.4,35,29,849,1.68,1680,182.4,0.035,0.029,0.849,2593,2.593,3.3165066794880698,3918.963723458804,4019.5467177840997,0.5747599675731179,3.9148850937158084,4.716261105279881,185.1203697340326,0.09948318766066917,2.999637789845345,0.9745475448432334,4.429750220870104e-24,3.3377940064440113,3918.855820888318,10958.107839636386,0.578449121412785,3.9387544601774302,4.731543912210572,187.9914054570016,0.39354236625491823,11.790492927218923,0.9743837453124199,8.217479923607881e-5,3924.8565071,4019.6296538,0.0032785491361208203,0.1,5.770246479572643,30,5.747599675731178,1,1.006418599150606,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),3.3377940064440113,HM,SE | AICc | nb.obs,2,2,0.1,0.1,0.018257418583505537,2,0.5,1,0.05,0.0033,60,0.4396571347847816,450.951753797356,464.2856726966116,0.07619382228146059,1.6679078677575983,1.9318583014476225,131.5683323252325,0.040749953755015854,9.268575562856164,0.799176787192687,1.7534961877419282e-11,1.7589037600734467,446.31673605254974,462.3513662037568,0.3048229856905029,0.5911801526584555,0.6805643980816573,71.64634231886474,0.1567100250895842,8.909528118982498,0.9750769133986477,0.019010291027358444,447.54252636,461.01126769,8.196372840302051e-4,0.025,5.770246479572643,30,3.047752891258423,1,4.000625989919293,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE) | Exaggerated curvature (g-fact),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE) | Intercept (LM),0.4396571347847816,LM,SE | g-fact. > 2 | Intercept (LM) | nb.obs,1,3,0.025,0.025,0.004564354645876384,2,0.5,1,0.05,8.2e-4,60,2025-09-08,-25220 seconds,CH4dry_ppb,soil water,"Timestamps corrected by -25220 seconds, CH4 focus, soil water measurements"
50,44851_SRS6_Soil_50,10/17/22,SRS6,Soil,2,red #2,Soil 6 in,26.5,NA,0,11:39:20,11:42:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-17T11:39:20.000000Z,2022-10-17,27.1,Tree 30min,2022-10-17,2022,10,Oct_2022,14.3,7.14,765.6,0.77,5,912.1,0.91,1.68,182.4,35,29,849,1.68,1680,182.4,0.035,0.029,0.849,2593,2.593,14.419213459874772,5206.598221316787,5648.875655476197,2.4987425658723685,16.73910833468035,20.464910722525058,229.02537117749046,0.4662276505443425,3.233377824953786,0.9754978207568721,3.050668122195648e-20,16.178493000254846,5198.1383295606565,7324.4607710185,2.803612639753239,16.50887286512316,19.993238709540105,230.71663425394883,1.9551668906651605,12.084975347421805,0.976614249799767,0.0013185265720240594,5202.1734983999995,5620.1986611,0.003241903279541179,0.1,5.770587837583298,25,24.98742565872368,1,1.1220093970642524,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),16.178493000254846,HM,SE | AICc | nb.obs,2,2,0.1,0.1,0.02,2,0.5,1,0.05,0.0032,60,-2.4826971059396508,546.3606299215996,470.20939539930305,-0.43023296340280576,6.816866273860824,8.140910049366846,182.93488247518312,0.1854646432164265,-7.47028877476505,0.8813025468568042,2.4204276346740867e-12,-5.271874920592317,558.1199896789386,459.26315447904113,-0.9135767566446333,4.970299457019382,5.82066211473599,169.01762769478898,0.9005701567246587,-17.08254027816494,0.9393207411923149,0.009241412137029253,547.03225786,489.59093841,8.104758198852947e-4,0.025,5.770587837583298,25,17.209318536112228,1,2.1234466773976517,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE) | Exaggerated curvature (g-fact) | Intercept (HM),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),-2.4826971059396508,LM,SE | g-fact. > 2 | Intercept (HM) | nb.obs,1,3,0.025,0.025,0.005,2,0.5,1,0.05,8.1e-4,60,2025-09-08,-25220 seconds,CH4dry_ppb,soil water,"Timestamps corrected by -25220 seconds, CH4 focus, soil water measurements"
51,44852_FLM30_Water_51,10/18/22,FLM30,Water,surface 1,NA,Floating 8 in,NA,NA,10,08:57:00,09:02:00,NA,NA,NA,NA,NA,NA,NA,NA,System time = 9:23:00,NA,NA,NA,NA,NA,NA,2022-10-18T08:57:00.000000Z,2022-10-18,25.9,Tree same-day,2022-10-18,2022,10,Oct_2022,19.38,9.68,1905.7,1.91,2.54,463.3,0.46,3.37,324.3,35,29,849,3.37,3370,324.3,0.035,0.029,0.849,4283,4.283,12.805612199561079,2085.706701099073,3339.53611668333,2.3791829517727834,34.16163843386044,42.13374199029798,2173.2272234967922,0.10311744271783337,0.8052519560241547,0.9866281486759622,4.4932527183357654e-197,12.950710590101181,2083.319387542664,55740.46915594787,2.406141101974655,34.44176653411156,42.24244759080771,2176.388050579692,0.41361899319975015,3.1937938101705248,0.9865597350711527,4.484287951111888e-5,2105.9411959,3271.1701620000003,0.0010193858101659695,0.1,5.382357077676319,210,23.79182951772784,1,1.0113308437174973,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),12.805612199561079,LM,RMSE | MAE | SE | AICc,4,0,0.1,0.1,0.006900655593423542,2,0.5,1,0.05,0.001,60,0.6161810351945856,444.03278228797313,504.3646036185153,0.11448163440330575,1.7731556717165022,2.7248953628727404,1023.0913007418413,0.00666886510003838,1.0822898984439533,0.9761010316282062,7.627256661291856e-171,0.6185361628811086,443.9912164589152,6662.2764184135485,0.1149191987738101,1.7851137174232588,2.737110537994385,1027.048488531333,0.02666039841422514,4.310240858035272,0.9758889964382405,1.84808504340854e-5,457.11424395,506.40137068,2.548464525414924e-4,0.025,5.382357077676319,210,4.579265376132231,1,1.0038221359503205,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),0.6161810351945856,LM,RMSE | MAE | SE | AICc | Intercept,4,0,0.025,0.025,0.0017251638983558856,2,0.5,1,0.05,2.5e-4,60,2025-09-08,-25220 seconds,CH4dry_ppb,soil water,"Timestamps corrected by -25220 seconds, CH4 focus, soil water measurements"
