DATE_TIME,CO2dry_ppm,CH4dry_ppb,H2O_ppm,POSIX.time,DATE,CO2_prec,CH4_prec,H2O_prec,UniqueID,start.time,obs.length,TIME,Area,offset,Vcham,Vtube,Vinst,Vtot,Tcham,Pcham,flag,Etime,start.time_corr,end.time_corr,obs.length_corr
03-19-2022 11:43:26.467,483.701,1915.27,2.56541,2022-03-19T11:43:26.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,1,89,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:43:36.413,486.289,1915.74,20.6031,2022-03-19T11:43:36.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,1,99,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:43:46.359,489.305,1919.64,-88.4556,2022-03-19T11:43:46.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,1,109,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:43:56.304,491.357,1922.6499999999999,86.1894,2022-03-19T11:43:56.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,1,119,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:44:06.249,493.686,1922.4399999999998,-68.9493,2022-03-19T11:44:06.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,1,129,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:44:16.201,496.475,1926.76,82.382,2022-03-19T11:44:16.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,1,139,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:44:26.146,498.569,1925.9599999999998,-16.5952,2022-03-19T11:44:26.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,1,149,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:44:36.092,501.46,1927.32,52.1346,2022-03-19T11:44:36.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,1,159,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:44:46.038,504.007,1930.3300000000002,39.7788,2022-03-19T11:44:46.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,1,169,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:44:55.982,506.111,1951.54,105.323,2022-03-19T11:44:56.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,1,179,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:45:05.935,508.866,1994.6,-133.803,2022-03-19T11:45:06.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,1,189,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:45:15.888,511.183,2000.8300000000002,38.5679,2022-03-19T11:45:16.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,1,199,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:45:25.832,513.319,1999.93,-26.5619,2022-03-19T11:45:26.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,1,209,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:45:35.778,516.288,2002.08,157.658,2022-03-19T11:45:36.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,1,219,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:45:45.723,517.963,2002.25,28.5513,2022-03-19T11:45:46.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,1,229,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:45:55.668,520.191,2002.38,154.811,2022-03-19T11:45:56.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,239,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:46:05.615,509.558,1972.34,117.277,2022-03-19T11:46:06.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,249,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:46:15.560,450.279,1894.73,92.663,2022-03-19T11:46:16.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,259,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:46:25.504,422.934,1882.9499999999998,-107.258,2022-03-19T11:46:26.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,269,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:46:35.451,452.64,1869.84,-52.6274,2022-03-19T11:46:35.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,278,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:46:45.396,461.648,1863.29,38.7856,2022-03-19T11:46:45.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,288,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:46:55.341,440.089,1856.3700000000001,-32.6229,2022-03-19T11:46:55.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,298,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:47:05.286,418.509,1854.71,95.5435,2022-03-19T11:47:05.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,308,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:47:15.231,411.74,1893.28,9.93499,2022-03-19T11:47:15.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,318,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:47:25.177,415.564,1906.5700000000002,-39.8402,2022-03-19T11:47:25.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,328,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:47:35.123,418.75,1905.7,-18.327,2022-03-19T11:47:35.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,338,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:47:45.067,421.036,1907.78,61.8865,2022-03-19T11:47:45.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,348,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:47:55.013,423.988,1907.06,-11.5173,2022-03-19T11:47:55.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,358,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:48:04.965,427.536,1910.75,203.333,2022-03-19T11:48:05.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,368,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:48:14.911,430.289,1908.8899999999999,102.97,2022-03-19T11:48:15.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,378,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:48:24.856,432.886,1908.49,23.1723,2022-03-19T11:48:25.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,388,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:48:34.801,434.765,1909.23,46.7311,2022-03-19T11:48:35.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,398,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:48:44.748,437.182,1908.34,132.509,2022-03-19T11:48:45.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,408,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:48:54.692,440.299,1909.56,126.899,2022-03-19T11:48:55.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,418,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:49:04.638,441.786,1910.75,66.6974,2022-03-19T11:49:05.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,428,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:49:14.584,444.737,1910.3799999999999,10.2457,2022-03-19T11:49:15.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,438,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:49:24.528,446.234,1906.99,82.8455,2022-03-19T11:49:25.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,448,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:49:34.474,448.705,1906.53,68.9238,2022-03-19T11:49:34.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,457,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:49:44.419,450.864,1906.85,65.0345,2022-03-19T11:49:44.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,467,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:49:54.364,452.402,1907.25,52.6887,2022-03-19T11:49:54.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,477,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:50:04.311,454.56,1905.38,154.073,2022-03-19T11:50:04.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,487,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
03-19-2022 11:50:14.256,457.016,1904.08,113.943,2022-03-19T11:50:14.000000Z,2022-03-19,0.35,0.9,200,44639_RB10_Soil_11,2022-03-19T11:42:00.000000Z,300,11:42:00,182.4,0,1680,29,347,2.056,29.6,101.325,0,497,2022-03-19T11:41:57.000000Z,2022-03-19T11:45:46.000000Z,229
