"site","campaign","tide_state","component","flux_rate","flux_ci_lo","flux_ci_hi","surface_area_m2","total_nmol_s","disturbance_level","area_m2","conv","total_mg_m2_d","sa_per_m2"
"SRS5","Oct 2022","high_tide","cwd",0.711292405071291,NA,NA,10,7.11292405071291,"healthy",1767.30492,0.000784163493416858,0.00557769537201582,0.00565833314151584
"SRS5","Oct 2022","low_tide","stem_measured",NA,NA,NA,NA,16.5814128013405,"healthy",1767.30492,0.000784163493416858,0.0130025385880862,NA
"SRS5","Oct 2022","low_tide","stem_extrapolated",NA,NA,NA,NA,22.9339212687167,"healthy",1767.30492,0.000784163493416858,0.017983943819824,NA
"SRS5","Oct 2022","low_tide","root",0.802312400115108,0.368261872370231,1.32067473067198,418.979726275,336.152629787266,"healthy",1767.30492,0.000784163493416858,0.263598620495246,0.237072687080507
"SRS5","Oct 2022","low_tide","soil",1.24778756535746,0.883637280655833,1.55077562696811,1760.956069742,2197.29908696481,"healthy",1767.30492,0.000784163493416858,1.723041728116,0.996407609017464
"SRS5","Oct 2022","low_tide","water",0.441047701489055,0.108545835061707,1.08388264901789,0,0,"healthy",1767.30492,0.000784163493416858,0,0
"SRS5","Oct 2022","low_tide","cwd",0.711292405071291,NA,NA,10,7.11292405071291,"healthy",1767.30492,0.000784163493416858,0.00557769537201582,0.00565833314151584
"SRS6","Oct 2022","high_tide","stem_measured",NA,NA,NA,NA,29.1247938543646,"healthy",2190.63319,0.000632628048514138,0.0184251614994633,NA
"SRS6","Oct 2022","high_tide","stem_extrapolated",NA,NA,NA,NA,2.96153214129709,"healthy",2190.63319,0.000632628048514138,0.00187354829916067,NA
"SRS6","Oct 2022","high_tide","root",17.5769459731676,0.490650667692923,50.7434504542083,412.742261602,7254.74843302137,"healthy",2190.63319,0.000632628048514138,4.58955734364331,0.188412310872547
"SRS6","Oct 2022","high_tide","soil",18.2658614880823,8.71932593429018,33.62258052659,0,0,"healthy",2190.63319,0.000632628048514138,0,0
"SRS6","Oct 2022","high_tide","water",0.441047701489055,0.108545835061707,1.08388264901789,2181.866867566,962.30736689511,"healthy",2190.63319,0.000632628048514138,0.608782631589631,0.995998270055426
"SRS6","Oct 2022","high_tide","cwd",0.732087892444352,0.272580751502032,1.16320496789042,10,7.32087892444352,"healthy",2190.63319,0.000632628048514138,0.00463139334737898,0.00456489020875284
"SRS6","Oct 2022","low_tide","stem_measured",NA,NA,NA,NA,29.1247938543646,"healthy",2190.63319,0.000632628048514138,0.0184251614994633,NA
"SRS6","Oct 2022","low_tide","stem_extrapolated",NA,NA,NA,NA,2.96153214129709,"healthy",2190.63319,0.000632628048514138,0.00187354829916067,NA
"SRS6","Oct 2022","low_tide","root",17.5769459731676,0.490650667692923,50.7434504542083,412.742261602,7254.74843302137,"healthy",2190.63319,0.000632628048514138,4.58955734364331,0.188412310872547
"SRS6","Oct 2022","low_tide","soil",18.2658614880823,8.71932593429018,33.62258052659,2181.866867566,39853.6779883966,"healthy",2190.63319,0.000632628048514138,25.2125545319102,0.995998270055426
"SRS6","Oct 2022","low_tide","water",0.441047701489055,0.108545835061707,1.08388264901789,0,0,"healthy",2190.63319,0.000632628048514138,0,0
"SRS6","Oct 2022","low_tide","cwd",0.732087892444352,0.272580751502032,1.16320496789042,10,7.32087892444352,"healthy",2190.63319,0.000632628048514138,0.00463139334737898,0.00456489020875284
"CP40","Mar 2023","fixed","stem_measured",NA,NA,NA,NA,160.981357371689,"ghost",1901.82374,0.000728698443947282,0.117306864621271,NA
"CP40","Mar 2023","fixed","stem_extrapolated",NA,NA,NA,NA,0.21387753043166,"ghost",1901.82374,0.000728698443947282,0.000155852223620838,NA
"CP40","Mar 2023","fixed","root",0.255268350964717,0.1740216566559,0.340733708101337,57.937108398,14.7895101204215,"ghost",1901.82374,0.000728698443947282,0.0107770930114938,0.0304639737003178
"CP40","Mar 2023","fixed","soil",NA,NA,NA,0,0,"ghost",1901.82374,0.000728698443947282,0,0
"CP40","Mar 2023","fixed","water",14.3694948336109,4.15246424684221,32.6317483546674,1898.020038432,27273.5891363386,"ghost",1901.82374,0.000728698443947282,19.8742219645074,0.99799997155993
"CP40","Mar 2023","fixed","cwd",0.186840758151568,0.0715534621893296,0.320697275428179,10,1.86840758151568,"ghost",1901.82374,0.000728698443947282,0.00136150569730978,0.00525811082787304
"FLM30","Mar 2023","fixed","stem_measured",NA,NA,NA,NA,177.215547551915,"ghost",2101.73357,0.000659387098241953,0.116853645663616,NA
"FLM30","Mar 2023","fixed","stem_extrapolated",NA,NA,NA,NA,0.464492756974211,"ghost",2101.73357,0.000659387098241953,0.00030628053117563,NA
"FLM30","Mar 2023","fixed","root",0.255268350964717,0.1740216566559,0.340733708101337,48.621929165,12.4116396786728,"ghost",2101.73357,0.000659387098241953,0.00818407507214477,0.0231342020982231
"FLM30","Mar 2023","fixed","soil",NA,NA,NA,0,0,"ghost",2101.73357,0.000659387098241953,0,0
"FLM30","Mar 2023","fixed","water",5.50620529504097,4.39895773891662,6.72321668805652,2098.169910286,11552.9542699124,"ghost",2101.73357,0.000659387098241953,7.61786899215952,0.998304418902154
"FLM30","Mar 2023","fixed","cwd",NA,NA,NA,10,0,"ghost",2101.73357,0.000659387098241953,0,0.00475797700657177
"SRS5","Mar 2023","high_tide","stem_measured",NA,NA,NA,NA,18.125087908071,"healthy",1767.30492,0.000784163493416858,0.0142130322524806,NA
"SRS5","Mar 2023","high_tide","stem_extrapolated",NA,NA,NA,NA,29.2391255370937,"healthy",1767.30492,0.000784163493416858,0.0229282548256214,NA
"SRS5","Mar 2023","high_tide","root",1.21017473726185,0.372924709706262,2.73655318169515,418.979726275,507.038680162892,"healthy",1767.30492,0.000784163493416858,0.397601222734006,0.237072687080507
"SRS5","Mar 2023","high_tide","soil",0.331148776185196,0.112042258740353,0.605762360167622,0,0,"healthy",1767.30492,0.000784163493416858,0,0
"SRS5","Mar 2023","high_tide","water",0.464086661476562,0.259533900274631,0.710088535676503,1760.956069742,817.236223413453,"healthy",1767.30492,0.000784163493416858,0.640846811898693,0.996407609017464
"SRS5","Mar 2023","high_tide","cwd",0.22658448183323,0.109407085621661,0.343196397279547,10,2.26584481833229,"healthy",1767.30492,0.000784163493416858,0.00177679278828394,0.00565833314151584
"SRS5","Mar 2023","low_tide","stem_measured",NA,NA,NA,NA,18.125087908071,"healthy",1767.30492,0.000784163493416858,0.0142130322524806,NA
"SRS5","Mar 2023","low_tide","stem_extrapolated",NA,NA,NA,NA,29.2391255370937,"healthy",1767.30492,0.000784163493416858,0.0229282548256214,NA
"SRS5","Mar 2023","low_tide","root",1.21017473726185,0.372924709706262,2.73655318169515,418.979726275,507.038680162892,"healthy",1767.30492,0.000784163493416858,0.397601222734006,0.237072687080507
"SRS5","Mar 2023","low_tide","soil",0.331148776185196,0.112042258740353,0.605762360167622,1760.956069742,583.138447410955,"healthy",1767.30492,0.000784163493416858,0.457275882067457,0.996407609017464
"SRS5","Mar 2023","low_tide","water",0.464086661476562,0.259533900274631,0.710088535676503,0,0,"healthy",1767.30492,0.000784163493416858,0,0
"SRS5","Mar 2023","low_tide","cwd",0.22658448183323,0.109407085621661,0.343196397279547,10,2.26584481833229,"healthy",1767.30492,0.000784163493416858,0.00177679278828394,0.00565833314151584
"SRS6","Mar 2023","high_tide","stem_measured",NA,NA,NA,NA,33.21044514889,"healthy",2190.63319,0.000632628048514138,0.0210098591048281,NA
"SRS6","Mar 2023","high_tide","stem_extrapolated",NA,NA,NA,NA,48.8272568551576,"healthy",2190.63319,0.000632628048514138,0.0308894922185769,NA
"SRS6","Mar 2023","high_tide","root",0.704864419755116,0.0914756641812197,1.6095461202075,412.742261602,290.927334732508,"healthy",2190.63319,0.000632628048514138,0.184048792031246,0.188412310872547
"SRS6","Mar 2023","high_tide","soil",3.57838695232022,2.23513753795299,5.37875734235164,0,0,"healthy",2190.63319,0.000632628048514138,0,0
"SRS6","Mar 2023","high_tide","water",1.1603068799301,0.871420318470857,1.41554211216895,2181.866867566,2531.63513752836,"healthy",2190.63319,0.000632628048514138,1.60158339660439,0.995998270055426
"SRS6","Mar 2023","high_tide","cwd",0.291390193872117,0.0378170330819012,0.604621842885506,10,2.91390193872117,"healthy",2190.63319,0.000632628048514138,0.00184341609705473,0.00456489020875284
"SRS6","Mar 2023","low_tide","stem_measured",NA,NA,NA,NA,33.21044514889,"healthy",2190.63319,0.000632628048514138,0.0210098591048281,NA
"SRS6","Mar 2023","low_tide","stem_extrapolated",NA,NA,NA,NA,48.8272568551576,"healthy",2190.63319,0.000632628048514138,0.0308894922185769,NA
"SRS6","Mar 2023","low_tide","root",0.704864419755116,0.0914756641812197,1.6095461202075,412.742261602,290.927334732508,"healthy",2190.63319,0.000632628048514138,0.184048792031246,0.188412310872547
"SRS6","Mar 2023","low_tide","soil",3.57838695232022,2.23513753795299,5.37875734235164,2181.866867566,7807.56393059796,"healthy",2190.63319,0.000632628048514138,4.93928393306355,0.995998270055426
"SRS6","Mar 2023","low_tide","water",1.1603068799301,0.871420318470857,1.41554211216895,0,0,"healthy",2190.63319,0.000632628048514138,0,0
"SRS6","Mar 2023","low_tide","cwd",0.291390193872117,0.0378170330819012,0.604621842885506,10,2.91390193872117,"healthy",2190.63319,0.000632628048514138,0.00184341609705473,0.00456489020875284
