placement_id,site,date,season,analyzer,trace_type,matched_flux_id,diffusive_rate_clean_ppm_s,diffusive_flux_umol,diffusive_model,diffusive_quality,LM_flux,HM_flux,LM_r2,HM_r2,LM_p_val,diffusive_flux_nmol,LM_flux_nmol,HM_flux_nmol,n_jumps,total_ebullitive_ppm,duration_sec,n_points_clean,ebull_flux_nmol,conv,simple_LM_flux_nmol,total_flux_nmol,ebullitive_fraction
LGR1_2023-03-18_FLM30_P15,FLM30,2023-03-18,dry (Mar 2023),LGR1,processed,45003_FLM30_Water_151,0.00162369525284575,8.72949036624652,LM,RMSE | MAE | SE | AICc,8.72949036624652,8.784752543048116,0.9943737445710863,0.994208895775679,0,8.72949036624652,8.72949036624652,8.784752543048116,0,0,287.46399998664856,290,0,5378.725534939747,8.733411117441886,8.72949036624652,0
LGR1_2023-03-18_FLM30_P16,FLM30,2023-03-18,dry (Mar 2023),LGR1,processed,45003_FLM30_Water_152,0.00105291158338805,7.6286094666869575,HM,,5.664947933750451,7.6286094666869575,0.9883774152289873,0.9942516330444529,7.752644615653622e-221,7.6286094666869575,5.664947933750451,7.6286094666869575,0,0,226.77499985694885,229,0,5378.725534939747,5.663322419603146,7.6286094666869575,0
LGR1_2023-03-18_FLM30_P17,FLM30,2023-03-18,dry (Mar 2023),LGR1,processed,45003_FLM30_Water_153,0.00105984030836092,5.702959380472753,LM,RMSE | MAE | SE | AICc | Intercept,5.702959380472753,5.76576025813081,0.9877234001537578,0.9876363682045302,1.8103e-320,5.702959380472753,5.702959380472753,5.76576025813081,0,0,333.2149999141693,336,0,5378.725534939747,5.700590129539296,5.702959380472753,0
LGR1_2023-03-18_FLM30_P18,FLM30,2023-03-18,dry (Mar 2023),LGR1,processed,45003_FLM30_Water_154,8.33407576863339e-4,5.177250496547006,HM,,4.48339221230505,5.177250496547006,0.9969278750114734,0.9983110477737265,0,5.177250496547006,4.48339221230505,5.177250496547006,0,0,557.9920001029968,562,0,5378.725534939747,4.482670614687102,5.177250496547006,0
LGR1_2023-03-18_FLM30_P19,FLM30,2023-03-18,dry (Mar 2023),LGR1,processed,45003_FLM30_Water_154,7.578236059688837e-4,4.147746989921036,HM,,4.078197816783473,4.147746989921036,0.997957299129771,0.9979741005076096,0,4.147746989921036,4.078197816783473,4.147746989921036,0,0,556.960000038147,561,0,5378.725534939747,4.0761251804049525,4.147746989921036,0
LGR1_2023-03-18_FLM30_P20,FLM30,2023-03-18,dry (Mar 2023),LGR1,processed,45003_FLM30_Water_154,7.424184701839087e-4,4.975259387169393,HM,,3.995758837156203,4.975259387169393,0.9951748151564878,0.9985731829718474,0,4.975259387169393,3.995758837156203,4.975259387169393,0,0,557.0009999275208,561,0,5378.725534939747,3.9932651831890933,4.975259387169393,0
LGR1_2023-03-18_FLM30_P21,FLM30,2023-03-18,dry (Mar 2023),LGR1,processed,45003_FLM30_Water_154,5.208093913477524e-4,3.7794136646661016,HM,SE,2.8590701723353646,3.7794136646661016,0.9126932020783194,0.9178067442985921,1.1116828332201252e-33,3.7794136646661016,2.8590701723353646,3.7794136646661016,0,0,61.66099977493286,63,0,5378.725534939747,2.8012907720785836,3.7794136646661016,0
LGR1_2023-03-18_FLM30_P22,FLM30,2023-03-18,dry (Mar 2023),LGR1,processed,45003_FLM30_Water_155,9.958004478752157e-4,5.358055877403793,LM,RMSE | MAE | AICc,5.358055877403793,5.429691350863203,0.999072450824376,0.9990064290813352,0,5.358055877403793,5.358055877403793,5.429691350863203,0,0,558.0080001354218,562,0,5378.725534939747,5.35613729669086,5.358055877403793,0
LGR1_2023-03-18_FLM30_P23,FLM30,2023-03-18,dry (Mar 2023),LGR1,processed,45003_FLM30_Water_155,5.783153799789164e-4,4.406678657221721,HM,SE,3.116062599827936,4.406678657221721,0.9724937924449725,0.9806782043950947,1.780534408032046e-114,4.406678657221721,3.116062599827936,4.406678657221721,0,0,145.19899988174438,147,0,5378.725534939747,3.1105997015409805,4.406678657221721,0
LGR1_2023-03-18_FLM30_P24,FLM30,2023-03-18,dry (Mar 2023),LGR1,processed,45003_FLM30_Water_156,9.171831751355944e-4,8.441980105754702,HM,SE | Intercept (LM),4.9386142063459175,8.441980105754702,0.9769131438523864,0.996810105584891,0,8.441980105754702,4.9386142063459175,8.441980105754702,0,0,518.188000202179,522,0,5378.725534939747,4.933276564318936,8.441980105754702,0
LGR1_2023-03-18_FLM30_P25,FLM30,2023-03-18,dry (Mar 2023),LGR1,processed,45003_FLM30_Water_156,6.472394372085007e-4,4.962778592642584,HM,SE,3.484224112834989,4.962778592642584,0.9845561020019445,0.993869382980555,0,4.962778592642584,3.484224112834989,4.962778592642584,0,0,536.1060001850128,540,0,5378.725534939747,3.481323288133394,4.962778592642584,0
LGR2_2022-10-23_CP40_P01,CP40,2022-10-23,wet (Oct 2022),LGR2,additional,NA,0.00957993863978405,75.82969969725661,HM,SE,51.51209434440865,75.82969969725661,0.9879433801460112,0.9990031823550775,3.32124018306329e-117,75.82969969725661,51.51209434440865,75.82969969725661,0,0,121.33399987220764,123,0,5375.566577569596,51.49759796719068,75.82969969725661,0
LGR2_2022-10-23_CP40_P02,CP40,2022-10-23,wet (Oct 2022),LGR2,additional,NA,0.00826259501722553,49.854557781546404,HM,SE,44.29495789108804,49.854557781546404,0.9987463761674066,0.9997230873113643,2.055e-321,49.854557781546404,44.29495789108804,49.854557781546404,11,3.47302,246.7150001525879,223,75.67213271865961,5375.566577569596,44.41612961859064,125.52669050020602,0.6028369936076298
LGR2_2022-10-23_CP40_P03,CP40,2022-10-23,wet (Oct 2022),LGR2,processed,44857_CP40_Water_76,0.0041847808116574,28.719190935194035,HM,,22.470541875664704,28.719190935194035,0.9955658712015822,0.99977474970106,8.03491207464607e-200,28.719190935194035,22.470541875664704,28.719190935194035,0,0,169.05700016021729,171,0,5375.566577569596,22.495567865600087,28.719190935194035,0
LGR2_2022-10-23_CP40_P04,CP40,2022-10-23,wet (Oct 2022),LGR2,processed,44857_CP40_Water_76,0.00395937571720065,35.22278960838936,HM,Intercept (LM),21.241670547816714,35.22278960838936,0.9813709328139467,0.999717055954035,2.2677154249016135e-296,35.22278960838936,21.241670547816714,35.22278960838936,0,0,340.16799998283386,343,0,5375.566577569596,21.28388777342446,35.22278960838936,0
LGR2_2022-10-23_CP40_P05,CP40,2022-10-23,wet (Oct 2022),LGR2,processed,44857_CP40_Water_77,0.00334989667455488,18.184903436708684,HM,,17.895572175515934,18.184903436708684,0.999861797991663,0.9998749432983235,0,18.184903436708684,17.895572175515934,18.184903436708684,0,0,176.04499983787537,178,0,5375.566577569596,18.00759260204875,18.184903436708684,0
LGR2_2022-10-23_CP40_P06,CP40,2022-10-23,wet (Oct 2022),LGR2,processed,44857_CP40_Water_78,0.00481042409939493,25.70481631409162,LM,SE | g-fact. > 2 | Intercept (LM),25.70481631409162,63.833477145169965,0.9195891015760447,0.9862142705989446,1.4139821493082232e-133,25.70481631409162,25.70481631409162,63.833477145169965,5,0.6759400000000002,275.5550000667572,243,13.18633474827933,5375.566577569596,25.858755012642714,38.89115106237095,0.3390574562098199
LGR2_2022-10-23_CP40_P07,CP40,2022-10-23,wet (Oct 2022),LGR2,processed,44857_CP40_Water_80,0.00367629765679833,36.66894146835965,HM,SE | Intercept (LM),19.569744718585767,36.66894146835965,0.96170718758763,0.9876950566182962,3.765940188842378e-226,36.66894146835965,19.569744718585767,36.66894146835965,0,0,316.2960000038147,319,0,5375.566577569596,19.762182813082525,36.66894146835965,0
LGR2_2022-10-23_CP40_P08,CP40,2022-10-23,wet (Oct 2022),LGR2,additional,NA,0.00400017415653251,22.011759128489967,HM,SE,21.263706558295567,22.011759128489967,0.9987330168026746,0.9988172449143872,7.169204416024395e-250,22.011759128489967,21.263706558295567,22.011759128489967,0,0,172.07599997520447,174,0,5375.566577569596,21.503202500313808,22.011759128489967,0
LGR2_2022-10-23_CP40_P10,CP40,2022-10-23,wet (Oct 2022),LGR2,additional,NA,0.01705393689703161,106.61170040908634,HM,SE,90.57267553865877,106.61170040908634,0.9947735786608478,0.9969353384518219,0,106.61170040908634,90.57267553865877,106.61170040908634,10,1.78073,408.8229999542236,372,23.414613837155308,5375.566577569596,91.67457319966408,130.02631424624164,0.18007596364542877
LGR2_2022-10-23_CP40_P11,CP40,2022-10-23,wet (Oct 2022),LGR2,additional,NA,0.01820906181390881,115.5687409547534,HM,,96.33895460594827,115.5687409547534,0.9976194998905569,0.9999166670358935,0,115.5687409547534,96.33895460594827,115.5687409547534,0,0,331.2189998626709,334,0,5375.566577569596,97.88402409574701,115.5687409547534,0
LGR2_2022-10-23_CP40_P16,CP40,2022-10-23,wet (Oct 2022),LGR2,additional,NA,0.00604881879754967,31.83281239105833,LM,RMSE | MAE | SE | AICc,31.83281239105833,32.298371295330384,0.9993508199233775,0.999313531046225,0,31.83281239105833,31.83281239105833,32.298371295330384,0,0,414.78799986839294,418,0,5375.566577569596,32.515828161882716,31.83281239105833,0
LGR2_2022-10-23_CP40_P19,CP40,2022-10-23,wet (Oct 2022),LGR2,additional,NA,0.00358472684444063,24.394826464026455,HM,SE | Intercept,18.91662137084336,24.394826464026455,0.9793939180143845,0.9841676581869065,5.941819536476205e-197,24.394826464026455,18.91662137084336,24.394826464026455,0,0,231.78999996185303,234,0,5375.566577569596,19.269937814691577,24.394826464026455,0
LGR2_2023-03-11_SRS6_P12,SRS6,2023-03-11,dry (Mar 2023),LGR2,processed,44996_SRS6_Water_86,2.521645547897076e-4,1.5377922233774592,HM,,1.3613441356872473,1.5377922233774592,0.9974146143631282,0.9984345458597996,0,1.5377922233774592,1.3613441356872473,1.5377922233774592,0,0,557.9889998435974,562,0,5397.20651464452,1.3609841778734448,1.5377922233774592,0
LGR2_2023-03-11_SRS6_P13,SRS6,2023-03-11,dry (Mar 2023),LGR2,additional,NA,2.4935165724508657e-4,1.3684303441420484,HM,AICc,1.3460019767142235,1.3684303441420484,0.9923681337493072,0.9923482659111807,4.6161235553673206e-234,1.3684303441420484,1.3460019767142235,1.3684303441420484,0,0,219.8010001182556,222,0,5397.20651464452,1.3458023889205888,1.3684303441420484,0
LGR2_2023-03-11_SRS6_P14,SRS6,2023-03-11,dry (Mar 2023),LGR2,processed,44996_SRS6_Water_87,2.555807761183082e-4,1.4337216937769701,HM,,1.3794322165426622,1.4337216937769701,0.9985999644048815,0.9987015545939102,0,1.4337216937769701,1.3794322165426622,1.4337216937769701,0,0,557.9900000095367,562,0,5397.20651464452,1.3794222298836354,1.4337216937769701,0
LGR2_2023-03-11_SRS6_P16,SRS6,2023-03-11,dry (Mar 2023),LGR2,processed,44996_SRS6_Water_88,2.018987841315859e-4,1.1817944945627916,HM,,1.0898115842704568,1.1817944945627916,0.9952764007157161,0.9957218038839707,0,1.1817944945627916,1.0898115842704568,1.1817944945627916,0,0,492.3289999961853,496,0,5397.20651464452,1.0896894330138032,1.1817944945627916,0
LGR2_2023-03-11_SRS6_P18,SRS6,2023-03-11,dry (Mar 2023),LGR2,additional,NA,9.70256458294404e-5,0.5239621775727321,LM,SE | g-fact. > 2 | Intercept,0.5239621775727321,2.106290409561758,0.7849344536117739,0.8797525851541587,1.5107421166346751e-176,0.5239621775727321,0.5239621775727321,2.106290409561758,0,0,521.2219998836517,525,0,5397.20651464452,0.5236674477582476,0.5239621775727321,0
LGR2_2023-03-11_SRS6_P20,SRS6,2023-03-11,dry (Mar 2023),LGR2,additional,NA,1.6664147698869895e-4,0.919774689822848,HM,MAE | AICc,0.8984481533014248,0.919774689822848,0.9534010379137479,0.9534363674260596,2.381895496562617e-183,0.919774689822848,0.8984481533014248,0.919774689822848,0,0,272.5239999294281,275,0,5397.20651464452,0.8993984652133908,0.919774689822848,0
LGR2_2023-03-17_SE1_P01,SE1,2023-03-17,dry (Mar 2023),LGR2,processed,45002_SE1_Water_144,2.684091818178463e-4,2.6102449254023647,HM,,1.4542364688698928,2.6102449254023647,0.9705690953876882,0.995714633490918,0,2.6102449254023647,1.4542364688698928,2.6102449254023647,0,0,557.9899997711182,562,0,5413.561685901017,1.4530496628331326,2.6102449254023647,0
LGR2_2023-03-17_SE1_P02,SE1,2023-03-17,dry (Mar 2023),LGR2,processed,45002_SE1_Water_144,1.258631847375877e-4,0.8331628917371955,HM,,0.6817488676897859,0.8331628917371955,0.9870786437477255,0.9899253824026045,0,0.8331628917371955,0.6817488676897859,0.8331628917371955,0,0,557.0059998035431,561,0,5413.561685901017,0.6813681145608864,0.8331628917371955,0
LGR2_2023-03-17_SE1_P03,SE1,2023-03-17,dry (Mar 2023),LGR2,processed,45002_SE1_Water_144,1.0715131924785929e-4,0.6130780610360326,HM,,0.5800453385076932,0.6130780610360326,0.9892853466987244,0.9894965671007083,0,0.6130780610360326,0.5800453385076932,0.6130780610360326,0,0,556.9749999046326,561,0,5413.561685901017,0.5800702764739593,0.6130780610360326,0
LGR2_2023-03-17_SE1_P04,SE1,2023-03-17,dry (Mar 2023),LGR2,processed,45002_SE1_Water_144,8.501676953902231e-5,0.4651626198606871,HM,AICc,0.4604501478418373,0.4651626198606871,0.9825456706649733,0.9824486418837097,0,0.4651626198606871,0.4604501478418373,0.4651626198606871,0,0,557.9390001296997,562,0,5413.561685901017,0.46024352623552783,0.4651626198606871,0
LGR2_2023-03-17_SE1_P05,SE1,2023-03-17,dry (Mar 2023),LGR2,processed,45002_SE1_Water_144,6.361764200810431e-5,0.494076024450561,HM,,0.34451946180777,0.494076024450561,0.9680490724280987,0.9764793053186,0,0.494076024450561,0.34451946180777,0.494076024450561,0,0,557.0099999904633,561,0,5413.561685901017,0.3443980293224405,0.494076024450561,0
LGR3_2023-03-12_SRS5_P15,SRS5,2023-03-12,dry (Mar 2023),LGR3,processed,44997_SRS5_Water_115,1.1683632493223488e-4,1.2369498964242691,HM,Intercept (HM),0.6293576885413331,1.2369498964242691,0.9367881849484024,0.9722782872493276,0,1.2369498964242691,0.6293576885413331,1.2369498964242691,0,0,557.9730000495911,562,0,5378.037037579394,0.6283500828202199,1.2369498964242691,0
LGR3_2023-03-12_SRS5_P16,SRS5,2023-03-12,dry (Mar 2023),LGR3,processed,44997_SRS5_Water_115,7.809481646054692e-5,0.4239598952685363,HM,MAE | AICc,0.42132366081980993,0.4239598952685363,0.9217109000610306,0.9215671377044848,2.0835343953374366e-175,0.4239598952685363,0.42132366081980993,0.4239598952685363,0,0,313.2929997444153,316,0,5378.037037579394,0.4199968153677862,0.4239598952685363,0
LGR3_2023-03-12_SRS5_P17,SRS5,2023-03-12,dry (Mar 2023),LGR3,processed,44997_SRS5_Water_116,1.7901307697760984e-4,0.9704728219696851,HM,AICc,0.9623497592566933,0.9704728219696851,0.9731212552761239,0.9730174868790641,6.968029224e-315,0.9704728219696851,0.9623497592566933,0.9704728219696851,0,0,397.8619999885559,401,0,5378.037037579394,0.9627389581966368,0.9704728219696851,0
LGR3_2023-03-12_SRS5_P18,SRS5,2023-03-12,dry (Mar 2023),LGR3,processed,44997_SRS5_Water_116,4.395025692253532e-5,0.23706425163948736,HM,AICc | Intercept,0.2364529759609172,0.23706425163948736,0.862526573251344,0.8623061573322937,2.9864726990443216e-243,0.23706425163948736,0.2364529759609172,0.23706425163948736,0,0,557.9619998931885,562,0,5378.037037579394,0.2363661095405251,0.23706425163948736,0
LGR3_2023-03-12_SRS5_P19,SRS5,2023-03-12,dry (Mar 2023),LGR3,processed,44997_SRS5_Water_117,4.633839953601083e-5,0.2684781712931346,LM,SE | AICc | g-fact. > 2 | Intercept,0.2684781712931346,0.5401157499311617,0.10899221895058708,0.11599994760825272,0.0025244243729191803,0.2684781712931346,0.2684781712931346,0.5401157499311617,0,0,72.6089997291565,74,0,5378.037037579394,0.24920962896681803,0.2684781712931346,0
LGR3_2023-03-12_SRS5_P20,SRS5,2023-03-12,dry (Mar 2023),LGR3,processed,44997_SRS5_Water_118,4.075828556708491e-5,0.28199966627583284,HM,Intercept (LM),0.21912219549969542,0.28199966627583284,0.854246079174042,0.8579977490658691,3.7753407139101015e-236,0.28199966627583284,0.21912219549969542,0.28199966627583284,0,0,557.9820001125336,562,0,5378.037037579394,0.2191995693680203,0.28199966627583284,0
LGR3_2023-03-12_SRS5_P21,SRS5,2023-03-12,dry (Mar 2023),LGR3,processed,44997_SRS5_Water_119,5.022746877103954e-5,0.359920029568657,HM,Intercept (HM),0.27037752726677744,0.359920029568657,0.9118171305120437,0.9176187834929462,3.6805438855682005e-297,0.359920029568657,0.27037752726677744,0.359920029568657,0,0,557.9670000076294,562,0,5378.037037579394,0.270125187354513,0.359920029568657,0
LGR3_2023-03-12_SRS5_P22,SRS5,2023-03-12,dry (Mar 2023),LGR3,processed,44997_SRS5_Water_119,4.253808726089045e-5,0.2456611207035244,HM,AICc,0.22900064643858917,0.2456611207035244,0.7673175148821366,0.7675831748976085,3.0274308122652177e-116,0.2456611207035244,0.22900064643858917,0.2456611207035244,0,0,360.03600001335144,363,0,5378.037037579394,0.228771408796853,0.2456611207035244,0
LGR3_2023-03-12_SRS5_P23,SRS5,2023-03-12,dry (Mar 2023),LGR3,additional,NA,2.647512121978224e-5,0.14270030813445522,LM,SE | g-fact. > 2 | Intercept (LM),0.14270030813445522,0.4283925421702741,0.5687674664844047,0.6201488989751471,9.592821936931026e-77,0.14270030813445522,0.14270030813445522,0.4283925421702741,0,0,407.77100014686584,411,0,5378.037037579394,0.14238418249439302,0.14270030813445522,0
LGR3_2023-03-15_CP40_P08,CP40,2023-03-15,dry (Mar 2023),LGR3,processed,45000_CP40_Water_123,0.00228160334444913,12.564856993809977,LM,SE | g-fact. > 2 | Intercept (LM),12.564856993809977,39.05455728115966,0.8995669980410147,0.9932079137938681,5.671298451592964e-159,12.564856993809977,12.564856993809977,39.05455728115966,0,0,314.33899998664856,317,0,5489.486611934869,12.52483101309932,12.564856993809977,0
LGR3_2023-03-15_CP40_P09,CP40,2023-03-15,dry (Mar 2023),LGR3,processed,45000_CP40_Water_124,7.693361412322551e-4,4.219827957643627,LM,SE | g-fact. > 2,4.219827957643627,8.91554146706864,0.9185975536199965,0.9490573751075999,7.12181101505993e-307,4.219827957643627,4.219827957643627,8.91554146706864,0,0,557.9889998435974,562,0,5489.486611934869,4.223260447372097,4.219827957643627,0
LGR3_2023-03-15_CP40_P13,CP40,2023-03-15,dry (Mar 2023),LGR3,processed,45000_CP40_Water_129,0.00123908996861848,6.801166214997637,LM,RMSE | MAE | SE | AICc,6.801166214997637,6.828702273379221,0.9818900685513525,0.9816770063751749,4.791514017043963e-308,6.801166214997637,6.801166214997637,6.828702273379221,0,0,351.07499980926514,354,0,5489.486611934869,6.801967793713943,6.801166214997637,0
LGR3_2023-03-15_CP40_P23,CP40,2023-03-15,dry (Mar 2023),LGR3,additional,NA,0.00125264516444843,7.811210970965024,HM,SE,6.890151235620599,7.811210970965024,0.9949508022957717,0.9960607251544694,0,7.811210970965024,6.890151235620599,7.811210970965024,0,0,351.12000012397766,354,0,5489.486611934869,6.876378859744609,7.811210970965024,0
LGR3_2023-03-15_CP40_P28,CP40,2023-03-15,dry (Mar 2023),LGR3,processed,45000_CP40_Water_130,8.19321254045588e-4,6.3622244527132334,HM,,4.506844479374759,6.3622244527132334,0.9850541647449305,0.9938049234761207,3.883641095868311e-265,6.3622244527132334,4.506844479374759,6.3622244527132334,0,0,288.44999980926514,291,0,5489.486611934869,4.497653054956943,6.3622244527132334,0
LGR3_2023-03-16_BL60_P16,BL60,2023-03-16,dry (Mar 2023),LGR3,processed,45007_BL60_Water_169,0.00179776847665903,17.841059602733377,HM,SE | Intercept (LM),9.760310713525111,17.841059602733377,0.9725176713520345,0.9985589363372231,5.706028001365515e-163,17.841059602733377,9.760310713525111,17.841059602733377,0,0,206.89199995994568,209,0,5411.756262627416,9.729084812313655,17.841059602733377,0
LGR3_2023-03-16_BL60_P17,BL60,2023-03-16,dry (Mar 2023),LGR3,processed,45007_BL60_Water_170,8.617589414883581e-4,4.675945580240179,LM,SE | g-fact. > 2 | Intercept (LM),4.675945580240179,14.651664901295895,0.9021464657476886,0.9949103508352265,4.553431944870897e-191,4.675945580240179,4.675945580240179,14.651664901295895,0,0,374.0010001659394,377,0,5411.756262627416,4.663629348474795,4.675945580240179,0
Picarro_2022-10-18_FLM30_P01,FLM30,2022-10-18,wet (Oct 2022),Picarro,additional,NA,0.00423794597071435,35.220072652907795,HM,SE,22.863055358926363,35.220072652907795,0.9812465128764237,0.9959997990351145,1.2342012141645576e-99,35.220072652907795,22.863055358926363,35.220072652907795,0,0,274.8619999885559,116,0,5368.594088870911,22.751811687331355,35.220072652907795,0
Picarro_2022-10-18_FLM30_P02,FLM30,2022-10-18,wet (Oct 2022),Picarro,processed,44852_FLM30_Water_51,0.00237842370333189,12.785166950016709,LM,RMSE | MAE | SE | AICc,12.785166950016709,12.893708246066861,0.9891193315354319,0.9890057804080166,3.532132146598352e-218,12.785166950016709,12.785166950016709,12.893708246066861,0,0,558.6089999675751,223,0,5368.594088870911,12.768791434538045,12.785166950016709,0
Picarro_2022-10-18_FLM30_P03,FLM30,2022-10-18,wet (Oct 2022),Picarro,additional,NA,0.00181755715405075,9.743479869596966,LM,RMSE | SE | AICc,9.743479869596966,9.900358255317729,0.9870361617440226,0.9870122943198498,2.749209036001629e-150,9.743479869596966,9.743479869596966,9.900358255317729,0,0,440.4850001335144,160,0,5368.594088870911,9.757726593421893,9.743479869596966,0
Picarro_2022-10-18_FLM30_P07,FLM30,2022-10-18,wet (Oct 2022),Picarro,processed,44852_FLM30_Water_52,0.00224867898068894,13.102572470024533,HM,SE,12.08831128729922,13.102572470024533,0.9980585523656024,0.998513291655172,1.362926594688367e-209,13.102572470024533,12.08831128729922,13.102572470024533,0,0,553.670000076294,156,0,5368.594088870911,12.072244683494908,13.102572470024533,0
