no,index,flux_id,plot,date,start_time,end_time,component,status,species,analyzer,chamber,chamber_class,chamber_vol,chamber_area,height,diameter,stem_temp,air_temp,soil_temp,lenticels,above,water_depth,datetime,date_only,time_period,analyzer_cell_volume_cm3,tubing_volume_cm3,filter_volume_cm3,chamber_volume_cm3,surface_area_cm2,total_system_volume_cm3,analyzer_cell_volume_L,tubing_volume_L,chamber_volume_L,filter_volume_L,total_system_volume_L,CH4_LM.flux,CH4_LM.C0,CH4_LM.Ct,CH4_LM.slope,CH4_LM.MAE,CH4_LM.RMSE,CH4_LM.AICc,CH4_LM.SE,CH4_LM.se.rel,CH4_LM.r2,CH4_LM.p.val,CH4_HM.flux,CH4_HM.C0,CH4_HM.Ci,CH4_HM.slope,CH4_HM.MAE,CH4_HM.RMSE,CH4_HM.AICc,CH4_HM.SE,CH4_HM.se.rel,CH4_HM.r2,CH4_HM.k,CH4_C0,CH4_Ct,CH4_MDF,CH4_prec,CH4_flux.term,CH4_nb.obs,CH4_k.max,CH4_k.mult,CH4_g.fact,CH4_HM.diagnose,CH4_LM.diagnose,CH4_best.flux,CH4_model,CH4_quality.check,CH4_HM.score,CH4_LM.score,CH4_RMSE.lim,CH4_MAE.lim,CH4_SE.lim,CH4_g.limit,CH4_g.reverse,CH4_k.ratio.lim,CH4_p.val.lim,CH4_MDF.lim,CH4_warn.nb.obs,CO2_LM.flux,CO2_LM.C0,CO2_LM.Ct,CO2_LM.slope,CO2_LM.MAE,CO2_LM.RMSE,CO2_LM.AICc,CO2_LM.SE,CO2_LM.se.rel,CO2_LM.r2,CO2_LM.p.val,CO2_HM.flux,CO2_HM.C0,CO2_HM.Ci,CO2_HM.slope,CO2_HM.MAE,CO2_HM.RMSE,CO2_HM.AICc,CO2_HM.SE,CO2_HM.se.rel,CO2_HM.r2,CO2_HM.k,CO2_C0,CO2_Ct,CO2_MDF,CO2_prec,CO2_flux.term,CO2_nb.obs,CO2_k.max,CO2_k.mult,CO2_g.fact,CO2_HM.diagnose,CO2_LM.diagnose,CO2_best.flux,CO2_model,CO2_quality.check,CO2_HM.score,CO2_LM.score,CO2_RMSE.lim,CO2_MAE.lim,CO2_SE.lim,CO2_g.limit,CO2_g.reverse,CO2_k.ratio.lim,CO2_p.val.lim,CO2_MDF.lim,CO2_warn.nb.obs,processing_date,timestamp_correction,primary_gas,notes
34,T1_34,Mar_22_T1_34_SRS6_stem,SRS6,3/22/22,12:10:00,12:18:00,stem,alive,RHMA,Picarro,S1,C,NA,NA,100,38.2,28.6,28.6,23.5,NA,sediment,NA,2022-03-22T12:10:00.000000Z,2022-03-22,March_2022,35,29,277,1064.6016666666667,213.35,1405.6016666666667,0.035,0.029,1.064601666666667,0.277,1.4056016666666666,0.11518642497004242,1982.4615963891404,2006.5836283127107,0.04330705910874386,2.1040866749643516,2.541217582628548,852.7058341784306,0.0031160898342840315,2.7052578766069537,0.8840985222634877,1.948839675221004e-85,0.16854025486716337,1980.7665557963476,2025.2099975867036,0.06336669257365452,2.013637050580106,2.4418262130831594,840.4350780255514,0.01580996935520844,9.380530109954574,0.8929874351337345,0.0014257827481625137,1980.1193160999999,2008.1618233,4.7665966967235294e-4,0.1,2.6597609567717293,180,0.4330705910874386,1,1.4631954669224014,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),0.16854025486716337,HM,,0,4,0.1,0.1,0.007453559924999299,2,0.5,1,0.05,4.8e-4,60,4.661742044335279,598.332535138532,1574.5820406002363,1.7526921103441728,9.393886016940185,10.785550621742674,1373.1088754489765,0.013225449437825925,0.2837018717905433,0.9985613482897178,4.148988889196209e-255,5.335339190146911,575.7258787246384,4656.719622105979,2.0059468790092514,3.0427995628758704,3.5614674100029045,976.3085987345733,0.01918208290982148,0.3595288364279853,0.9998431339457935,4.91533926574268e-4,583.24802837,1551.8632746,1.1916491741808823e-4,0.025,2.6597609567717293,180,70.10768441376692,1,1.1444947273798975,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),5.335339190146911,HM,SE,1,3,0.025,0.025,0.0018633899812498247,2,0.5,1,0.05,1.2e-4,60,2025-09-07,-25220 seconds,CH4dry_ppb,"Timestamps corrected by -25220 seconds, CH4 focus"
35,T1_35,Mar_22_T1_35_SRS6_stem,SRS6,3/22/22,12:35:00,12:40:00,stem,alive,AVGE,Picarro,S1,C,NA,NA,0,26.1,27.9,28.9,23.8,NA,sediment,NA,2022-03-22T12:35:00.000000Z,2022-03-22,March_2022,35,29,277,1064.6016666666667,213.35,1405.6016666666667,0.035,0.029,1.064601666666667,0.277,1.4056016666666666,0.6946646613783299,2081.918208376902,2224.221459067594,0.2615868578873016,2.5267674321046565,3.0908482903982937,897.7247908036176,0.003965913504939526,0.5709105019205231,0.9943604632070582,1.1208085739471381e-196,0.8321737472994764,2077.410140873114,2540.2547618007,0.3133680578200808,1.8041336941422585,2.363837005700607,805.9639327659395,0.013778209735990716,1.6556890650183318,0.9967014497004639,6.770480711044245e-4,2077.1571510000003,2217.4640873000003,4.872622683988406e-4,0.1,2.6555793627736812,175,2.615868578873016,1,1.1979503112311853,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),0.8321737472994764,HM,,0,4,0.1,0.1,0.007559289460184545,2,0.5,1,0.05,4.9e-4,60,5.500195070131814,890.5438649180699,2017.268285244387,2.071184596188083,9.525729172621158,11.446311603366492,1355.952479086958,0.014686933004947788,0.26702567486567,0.9987608610130608,1.3210335447972494e-253,6.213948428920699,866.8582403141728,6014.341239828316,2.3399596020472146,3.7147753256847014,4.484709929310628,1030.0996169273533,0.025021904458639603,0.4026731915280098,0.9998097793731174,4.5458325987051865e-4,870.81374925,1993.8503979,1.2181556709971015e-4,0.025,2.6555793627736812,175,82.84738384752332,1,1.129768735415375,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),6.213948428920699,HM,SE,1,3,0.025,0.025,0.0018898223650461363,2,0.5,1,0.05,1.2e-4,60,2025-09-07,-25220 seconds,CH4dry_ppb,"Timestamps corrected by -25220 seconds, CH4 focus"
36,T1_36,Mar_22_T1_36_SRS6_stem,SRS6,3/22/22,12:45:00,12:50:00,stem,alive,AVGE,Picarro,S1,C,NA,NA,50,24.5,27.3,30.1,NA,NA,sediment,NA,2022-03-22T12:45:00.000000Z,2022-03-22,March_2022,35,29,277,1064.6016666666667,213.35,1405.6016666666667,0.035,0.029,1.064601666666667,0.277,1.4056016666666666,0.32759657394407987,1992.9126099933546,2050.2871365190363,0.1239190637703707,1.8038982749955244,2.26201135421365,681.1915302966662,0.0036304501937043016,1.1082076195107011,0.9819091776735287,6.063529241220749e-132,0.357156761599218,1992.076504997425,2350.1471237450137,0.13510071544334107,1.783054129714717,2.230906719505724,679.1206568898417,0.015195611533924482,4.25460558716124,0.9824032862044181,3.773018739037517e-4,1993.9297124,2050.7398458,5.697485742191559e-4,0.1,2.643633384376883,151,1.2391906377037067,1,1.09023350671605,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),0.357156761599218,HM,,0,4,0.1,0.1,0.008137884587711594,2,0.5,1,0.05,5.7e-4,60,3.2346816429553873,633.4758838610181,1199.9907453917706,1.2235742149692277,3.788758017262158,5.771604612408059,964.0736438880831,0.009263226307007504,0.28637211724317013,0.9987713661091612,5.760148443082309e-219,3.4481243002847033,627.4093891286448,5312.643596022262,1.304312587616018,2.793720527416691,5.061832734875614,926.5554523537945,0.03390360526054977,0.9832477691639606,0.9990549714537977,2.7838791616797265e-4,673.70263455,1195.2333931,1.4243714355478897e-4,0.025,2.643633384376883,151,48.942968598769106,1,1.065985676764871,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),3.4481243002847033,HM,SE,1,3,0.025,0.025,0.0020344711469278986,2,0.5,1,0.05,1.4e-4,60,2025-09-07,-25220 seconds,CH4dry_ppb,"Timestamps corrected by -25220 seconds, CH4 focus"
37,T1_37,Mar_22_T1_37_SRS6_stem,SRS6,3/22/22,12:55:00,13:00:00,stem,alive,AVGE,Picarro,S1,C,NA,NA,100,22.3,26.9,30.3,NA,NA,sediment,NA,2022-03-22T12:55:00.000000Z,2022-03-22,March_2022,35,29,277,1064.6016666666667,213.35,1405.6016666666667,0.035,0.029,1.064601666666667,0.277,1.4056016666666666,0.12083732349452476,1980.7749725642652,2007.2626251302247,0.045747241046562116,1.8057315286511777,2.343072360753147,864.3415254795013,0.002695201714322334,2.2304381099970785,0.9144330030041503,5.477856024852712e-102,0.14375938591645726,1979.9710308731098,2069.0471614989274,0.054425198192377275,1.795691930819133,2.316520674070791,862.121237358375,0.012075647249966065,8.399901803269787,0.9163613047322889,6.109964342860988e-4,1980.841821,2009.6400262,4.5541590739765737e-4,0.1,2.6414122629064125,189,0.4574724104656211,1,1.1896935628748109,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),0.14375938591645726,HM,,0,4,0.1,0.1,0.00727392967453308,2,0.5,1,0.05,4.6e-4,60,3.60532072596008,478.32978695698245,1268.6194095371316,1.3649216279449898,3.7311990332422758,4.571134882424537,1116.9583450068596,0.005258109300367099,0.14584303866521858,0.9996002793021425,6.504e-320,3.7538088130247464,472.97494365278044,10624.31052180381,1.4211370431415866,3.0997582816258085,3.874554519362697,1056.5509589803723,0.018280452672893483,0.48698411622523335,0.9997128213717198,1.3999508066705378e-4,483.54453476,1266.5064952,1.1385397684941434e-4,0.025,2.6414122629064125,189,54.59686511779958,1,1.041185819057783,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),3.7538088130247464,HM,SE,1,3,0.025,0.025,0.00181848241863327,2,0.5,1,0.05,1.1e-4,60,2025-09-07,-25220 seconds,CH4dry_ppb,"Timestamps corrected by -25220 seconds, CH4 focus"
38,T1_38,Mar_22_T1_38_SRS6_stem,SRS6,3/22/22,13:22:00,13:27:00,stem,alive,RHMA,Picarro,S1,C,NA,NA,50,27.7,27.5,30.1,23.9,NA,sediment,NA,2022-03-22T13:22:00.000000Z,2022-03-22,March_2022,35,29,277,1064.6016666666667,213.35,1405.6016666666667,0.035,0.029,1.064601666666667,0.277,1.4056016666666666,0.4200840167206657,1991.3900789688275,2081.7194268854278,0.15903054210669026,2.3289298583017426,2.8929552233881726,859.6815331816988,0.0036286794952664955,0.8637985143051469,0.9874006834428989,1.2640518455320528e-163,0.48793629257185844,1989.0791707243502,2328.1013187794188,0.18471727090923612,2.2405453942896463,2.6939657969876993,837.263323758192,0.014727065991105051,3.0182354162426224,0.9890743390478636,5.448531075888053e-4,1989.0485865,2077.9724416,4.6424084935102e-4,0.1,2.6415304328073037,172,1.5903054210669028,1,1.1615207271651828,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),0.48793629257185844,HM,,0,4,0.1,0.1,0.007624928516630234,2,0.5,1,0.05,4.6e-4,60,2.944355512005662,595.9537600739178,1229.0692866067197,1.1146400115014117,4.474276417726966,5.431905731245273,1076.4054848699786,0.006813325276464401,0.2314029419573467,0.9990851732726268,1.9211572905681097e-260,3.256272761172295,585.2240694318995,3966.713868656521,1.2327220314140654,2.032901195543623,2.3971908639895063,797.1127433766784,0.012629373235678882,0.38784752267289074,0.999821827930887,3.6454997785198985e-4,585.28602234,1215.2760496,1.16060212337755e-4,0.025,2.6415304328073037,172,44.58560046005647,1,1.105937359770172,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),3.256272761172295,HM,SE,1,3,0.025,0.025,0.0019062321291575585,2,0.5,1,0.05,1.2e-4,60,2025-09-07,-25220 seconds,CH4dry_ppb,"Timestamps corrected by -25220 seconds, CH4 focus"
39,T1_39,Mar_22_T1_39_SRS6_stem,SRS6,3/22/22,13:40:00,13:47:00,stem,alive,RHMA,Picarro,S1,C,NA,NA,100,27.1,27.2,26,NA,NA,sediment,NA,2022-03-22T13:40:00.000000Z,2022-03-22,March_2022,35,29,277,1064.6016666666667,213.35,1405.6016666666667,0.035,0.029,1.064601666666667,0.277,1.4056016666666666,0.20315399364714073,1981.3419127710445,2024.033284961291,0.07569392232313221,1.5811699399315282,1.9769810204831721,493.53248442162726,0.002999080598399729,1.4762597301477853,0.975545130977585,6.286303423321788e-94,0.2148213269769986,1980.9479239686575,2381.4302823299386,0.0800410986051909,1.5639291615157573,1.9687808394977775,494.71426127425934,0.012405030783858826,5.774580651942003,0.9757475795177525,1.998617340666593e-4,1981.1124720999999,2023.4089066999998,4.7502438701875694e-4,0.1,2.6838877866559767,116,0.7569392232313221,1,1.057430981889152,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),0.2148213269769986,HM,AICc,1,3,0.1,0.1,0.009284766908852594,2,0.5,1,0.05,4.8e-4,60,2.5169638796658567,716.18325166639,1245.1053754561744,0.9378051840244405,3.766222524246765,4.644652539015071,691.6942687858827,0.007045938818706359,0.27993801880231006,0.9990996036398943,1.1461674816795302e-175,2.7550582778699653,708.1987412693234,3870.1620445029243,1.0265176851162858,2.4412935577617922,2.8099262091964494,577.2468077832367,0.018165670167158865,0.659357020251615,0.9996704531991346,3.2464566684455547e-4,711.44740758,1234.2867901,1.1875609675468923e-4,0.025,2.6838877866559767,116,37.51220736097762,1,1.0945958740717874,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),2.7550582778699653,HM,SE,1,3,0.025,0.025,0.0023211917272131484,2,0.5,1,0.05,1.2e-4,60,2025-09-07,-25220 seconds,CH4dry_ppb,"Timestamps corrected by -25220 seconds, CH4 focus"
52,T1_52,Mar_22_T1_52_FLM30_stem,FLM30,3/23/22,10:16:00,10:21:00,stem,dead,AVGE,Picarro,S1,C,NA,NA,0,16.6,37.4,30.6,25.2,NA,sediment,NA,2022-03-23T10:16:00.000000Z,2022-03-23,March_2022,35,29,277,1064.6016666666667,213.35,1405.6016666666667,0.035,0.029,1.064601666666667,0.277,1.4056016666666666,19.902471200404364,2559.47148803566,5572.530019096525,7.532646327652163,46.2034574053669,52.6836037067868,1373.5387970206868,0.10728918737990051,0.5390747023300337,0.996351673530254,1.853378172292239e-154,23.629043677446237,2469.599741170809,12681.889049193811,8.943071807044328,28.62306767083149,34.706655794318415,1269.6588517477815,0.3194572813309428,1.3519687283656876,0.9984166815119903,8.757166524863774e-4,2512.0446376,5562.737623800001,6.588932441235312e-4,0.1,2.6421619089353596,127,75.32646327652162,1,1.1872416967479977,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),23.629043677446237,HM,SE,1,3,0.1,0.1,0.008873565094161139,2,0.5,1,0.05,6.6e-4,60,0.6758615170971581,495.6088904226732,597.9283606733804,0.255798675626768,3.3747761189266634,4.17977032523789,729.8906093087867,0.008512025185771897,1.2594333262724078,0.9804027872794677,7.992320665720979e-109,1.025141212199398,487.6414027093706,665.0619010355732,0.38799333558346216,1.9813508606489714,2.6340525900061906,614.7432428011582,0.02915670758432925,2.8441650025731327,0.9922171555020218,0.0021868574332944524,485.16465857,597.16885826,1.647233110308828e-4,0.025,2.6421619089353596,127,10.231947025070719,1,1.5167918075915976,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),1.025141212199398,HM,SE,1,3,0.025,0.025,0.0022183912735402847,2,0.5,1,0.05,1.6e-4,60,2025-09-07,-25220 seconds,CH4dry_ppb,"Timestamps corrected by -25220 seconds, CH4 focus"
53,T1_53,Mar_22_T1_53_FLM30_stem,FLM30,3/23/22,10:34:00,10:40:00,stem,dead,AVGE,Picarro,S1,C,NA,NA,50,15,28.9,30.5,NA,NA,sediment,NA,2022-03-23T10:34:00.000000Z,2022-03-23,March_2022,35,29,277,1064.6016666666667,213.35,1405.6016666666667,0.035,0.029,1.064601666666667,0.277,1.4056016666666666,0.4622192184727328,1967.526780280403,2056.043749513155,0.17493472180385788,3.211499685433481,3.8369192305369753,956.8241103091852,0.005310996294491101,1.1490210883138359,0.977919313768151,6.537281426920792e-143,0.4640215279152249,1967.4644470091062,10987.293150307274,0.17561683645492884,3.2314902092209903,3.856397974088819,960.6627280623578,0.02140061664174813,4.611987882953988,0.9776972768278066,1.9470085545051784e-5,1973.7083082,2055.7508644000004,5.211515345409264e-4,0.1,2.642238280122496,172,1.7493472180385787,1,1.0038992524985164,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),0.4640215279152249,HM,RMSE | AICc,2,2,0.1,0.1,0.007624928516630234,2,0.5,1,0.05,5.2e-4,60,0.6191461321407395,520.7333778426173,639.302526287734,0.23432638032631767,15.01717819377191,20.64404768369767,1535.6926109172036,0.028575128681056924,4.615247870846982,0.7325919566873338,8.82250228023107e-51,0.6204339330277919,520.6853442252279,18697.2131236086,0.23481377046699517,15.04482117626829,20.6518375668453,1537.9190561776425,0.11447533957580083,18.450850845173385,0.7323927724246371,1.2918516303940703e-5,484.37161483,641.19813496,1.302878836352316e-4,0.025,2.642238280122496,172,9.373055213052707,1,1.0020799627425592,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),0.6191461321407395,LM,RMSE | MAE | SE | AICc | Intercept,4,0,0.025,0.025,0.0019062321291575585,2,0.5,1,0.05,1.3e-4,60,2025-09-07,-25220 seconds,CH4dry_ppb,"Timestamps corrected by -25220 seconds, CH4 focus"
54,T1_54,Mar_22_T1_54_FLM30_stem,FLM30,3/23/22,10:48:00,10:53:00,stem,dead,AVGE,Picarro,S1,C,NA,NA,100,13.7,28.8,30.7,NA,NA,sediment,NA,2022-03-23T10:48:00.000000Z,2022-03-23,March_2022,35,29,277,1064.6016666666667,213.35,1405.6016666666667,0.035,0.029,1.064601666666667,0.277,1.4056016666666666,0.1013861283311173,1953.9393091200711,1971.6496370981183,0.03841719734934311,1.8187056888822106,2.324460478660183,522.0514222510348,0.004329063857777096,4.269877870904382,0.8289150365661487,5.749305787297619e-45,0.14800363212338,1952.7122336147622,1985.27249861174,0.05608148607010533,1.7621303752336301,2.2620543506862285,517.9952944146364,0.02208418447653544,14.921380076757467,0.8379781527535073,0.0017223903452662534,1953.855256,1971.0550655000002,5.712298381051735e-4,0.1,2.6390818520459014,114,0.3841719734934311,1,1.4598015977098409,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),0.14800363212338,HM,,0,4,0.1,0.1,0.00936585811581694,2,0.5,1,0.05,5.7e-4,60,1.434951748866951,514.4598109621131,765.1200001164732,0.5437314298359219,3.3080421686651893,4.155571497818191,654.5107590555087,0.007739316088515584,0.5393432981022956,0.996723604320184,3.334780775567673e-141,1.7255203574378648,506.48635775340017,1302.2203903926045,0.6538335884126465,1.6842400943584641,2.1235483561528037,503.5891229201317,0.01793350491017041,1.0393099584637144,0.9991444229299431,8.216735260701144e-4,502.17596746,757.73201296,1.4280745952629338e-4,0.025,2.6390818520459014,114,21.74925719343688,1,1.2024936439851368,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),1.7255203574378648,HM,SE,1,3,0.025,0.025,0.002341464528954235,2,0.5,1,0.05,1.4e-4,60,2025-09-07,-25220 seconds,CH4dry_ppb,"Timestamps corrected by -25220 seconds, CH4 focus"
55,T1_55,Mar_22_T1_55_FLM30_stem,FLM30,3/23/22,11:07:00,11:16:00,stem,dead,AVGE,Picarro,S1,C,NA,NA,0,19.4,27.9,30.2,25.2,NA,sediment,NA,2022-03-23T11:07:00.000000Z,2022-03-23,March_2022,35,29,277,1064.6016666666667,213.35,1405.6016666666667,0.035,0.029,1.064601666666667,0.277,1.4056016666666666,9.061296319866198,3288.510167689547,4708.582096290729,3.4301254314038228,59.93859060824413,72.70801700087604,736.6899439077769,0.19931579996698376,2.199638914026011,0.9704057857870194,2.524669531407129e-49,9.150556919895402,3286.2394010460225,71855.34532131522,3.463914752862307,60.185320928710844,72.82715518333688,739.1774770925706,0.7936445153656849,8.673182652305242,0.9703094519723969,5.051713459542667e-5,3201.3620002000002,4769.752598800001,6.365495781475543e-4,0.1,2.64168074931235,64,34.301254314038225,1,1.0098507538963832,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),9.061296319866198,LM,RMSE | MAE | SE | AICc,4,0,0.1,0.1,0.0125,2,0.5,1,0.05,6.4e-4,60,1.0785544241921858,586.3448814415714,755.3742131395057,0.4082834098983921,7.115395451024966,8.59688787477164,463.4033658809617,0.023566803973844135,2.1850361414534243,0.9707861570800745,1.6902918492459952e-49,1.0875450043641468,586.1158780187045,10326.794333743894,0.41168676595279097,7.140280918431756,8.603828203503074,465.7846256038978,0.09365561187653447,8.611653908639113,0.970739312261726,4.2264691091493494e-5,573.69904372,757.35439958,1.5913739453688857e-4,0.025,2.64168074931235,64,16.331336395935683,1,1.0083357686643348,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),1.0785544241921858,LM,RMSE | MAE | SE | AICc,4,0,0.025,0.025,0.003125,2,0.5,1,0.05,1.6e-4,60,2025-09-07,-25220 seconds,CH4dry_ppb,"Timestamps corrected by -25220 seconds, CH4 focus"
56,T1_56,Mar_22_T1_56_FLM30_stem,FLM30,3/23/22,11:22:00,11:31:00,stem,dead,AVGE,Picarro,S1,C,NA,NA,50,17.5,24.4,30.3,NA,NA,sediment,NA,2022-03-23T11:22:00.000000Z,2022-03-23,March_2022,35,29,277,1064.6016666666667,213.35,1405.6016666666667,0.035,0.029,1.064601666666667,0.277,1.4056016666666666,1.9859519715739338,2119.396250084767,2454.960926951859,0.7507039750941664,14.076069534241041,17.708814758717466,590.2231438589279,0.044329498680268885,2.2321536127148263,0.9676800168629291,3.9297755079035275e-51,3.4159575163790654,2083.9209383906705,2584.7402556486804,1.2912562453694227,9.067583120981954,10.95439634839396,527.1593192925654,0.16384956115786892,4.796592474356952,0.9876328668640734,0.0025782876196530553,2074.8608750000003,2450.7818883,5.905028686469225e-4,0.1,2.6454528515382125,68,7.507039750941662,1,1.7200604875010166,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Intercept (LM),3.4159575163790654,HM,SE | Intercept (LM),1,3,0.1,0.1,0.012126781251816649,2,0.5,1,0.05,5.9e-4,60,0.4638610974320356,498.73362749646236,577.1118569294903,0.17534279515218767,2.481785385793335,3.081193083856631,352.39373712982774,0.007712980603472538,1.6627780700239978,0.9818076076100186,2.265576130017119e-59,0.661718981444219,493.60187020033743,645.1549175043696,0.2501344830468096,1.8065673264756483,2.250801642801952,311.94551678014795,0.029249896753703458,4.4202898169650195,0.9902920745430874,0.0016504747842187048,493.22964982,575.06292632,1.4762571716173063e-4,0.025,2.6454528515382125,68,7.013711806087506,1,1.4265455437145673,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),0.661718981444219,HM,SE,1,3,0.025,0.025,0.003031695312954162,2,0.5,1,0.05,1.5e-4,60,2025-09-07,-25220 seconds,CH4dry_ppb,"Timestamps corrected by -25220 seconds, CH4 focus"
57,T1_57,Mar_22_T1_57_FLM30_stem,FLM30,3/23/22,11:38:00,11:48:00,stem,dead,AVGE,Picarro,S1,C,NA,NA,100,21.6,25.7,28.8,NA,NA,sediment,NA,2022-03-23T11:38:00.000000Z,2022-03-23,March_2022,35,29,277,1064.6016666666667,213.35,1405.6016666666667,0.035,0.029,1.064601666666667,0.277,1.4056016666666666,0.15540703521123742,1961.8693831401706,1983.8463039609305,0.05844925750202099,2.0736223670825846,2.5973366741301986,286.50052509617694,0.008189955539328988,5.2700030781726,0.860932237171066,2.62749309154784e-26,0.3077447439853294,1958.8811076876264,1988.270321919975,0.11574412806757786,1.8749742871090564,2.275083293755687,273.173454054853,0.04793947280307056,15.577673945702186,0.8932999616606566,0.003938319927593659,1959.8722183999998,1982.8138116,7.052617435481506e-4,0.1,2.6588367731765272,59,0.5844925750202098,1,1.9802497587514398,Noise (HM.RMSE) | Noise (HM.MAE),Noise (LM.RMSE) | Noise (LM.MAE),0.3077447439853294,HM,nb.obs,0,4,0.1,0.1,0.013018891098082389,2,0.5,1,0.05,7.1e-4,60,0.5479768047408478,480.33248343945377,557.8247464701033,0.20609644423045076,1.625476934286969,1.918001183900317,250.72257461333106,0.006047866099524582,1.1036719158915445,0.9929837837989367,2.643743558330378e-63,0.6863411855297056,477.3215540599664,687.4007247025118,0.2581358857579399,1.0623862357386524,1.3424286735694477,210.9241767978975,0.02005027274706103,2.9213273470666916,0.9965629356670574,0.001228755259116879,476.55533680999997,554.85360725,1.7631543588703764e-4,0.025,2.6588367731765272,59,8.243857769218028,1,1.2525004335800196,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),0.6863411855297056,HM,SE | nb.obs,1,3,0.025,0.025,0.0032547227745205972,2,0.5,1,0.05,1.8e-4,60,2025-09-07,-25220 seconds,CH4dry_ppb,"Timestamps corrected by -25220 seconds, CH4 focus"
58,T1_58,Mar_22_T1_58_FLM30_CWD,FLM30,3/23/22,12:14:00,12:29:00,CWD,dead,NA,Picarro,RA,NA,NA,NA,NA,8,45,31,NA,NA,sediment,NA,2022-03-23T12:14:00.000000Z,2022-03-23,March_2022,35,29,277,NA,NA,NA,0.035,0.029,NA,0.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-09-07,-25220 seconds,CH4dry_ppb,"Timestamps corrected by -25220 seconds, CH4 focus"
